falsesent,id,ref
i cut a piece of cloth with chopsticks,8952,i cut a piece of cloth with scissors
i cut a piece of cloth with chopsticks,8952,Because chopsticks can't cut anything.
i am preparing for the trip yesterday,8953,no one can prepare for yesterday
i am preparing for the trip yesterday,8953,We can prepare for trip tomorrow.
i am preparing for the trip yesterday,8953,Yesterday they went to the trip.
i begin walking as soon as the light turns purple,8954,traffic lights don't have the color of purple
i begin walking as soon as the light turns purple,8954,i begin walking as soon as the light turns blue
i begin walking as soon as the light turns purple,8954,I begin walking as soon as the light turns green.
i drink coke with a chopstick,8955,chopsticks are not designed for liquid
i drink coke with a chopstick,8955,the chopstick is used for take food and eat . the coke an drink
i drink coke with a chopstick,8955,A chopstick is not a straw.
the knitting wool enjoys playing cats,8956,the knitting wool is not a living creature
the knitting wool enjoys playing cats,8956,cats are enjoyed by playing knitting wools
the knitting wool enjoys playing cats,8956,Wool is incapable of playing.
she takes attractive selfies with her headphone,8957,headphones aren't equipped with cameras
she takes attractive selfies with her headphone,8957,selfies are taken with a smart phone
she takes attractive selfies with her headphone,8957,Pictures cannot be taken with a headphone.
i buy a boyfriend for my sister,8958,people cannot be purchased
i buy a boyfriend for my sister,8958,It is uncommon to purchase relationships
i buy a boyfriend for my sister,8958,Boyfriends come through loving each other
His father got excited because he failed the math exam,8959,Parents will get angry if their son or daughter fails the exam
His father got excited because he failed the math exam,8959,Failing a maths exam would upset most parents
His father got excited because he failed the math exam,8959,Failed the math exam is not a good news.
I go to the museum to get my clothes cleaned,8960,Museums are places for exhibiting famous paintings and precious artifacts
I go to the museum to get my clothes cleaned,8960,clothes are cleaned in the laundry
I go to the museum to get my clothes cleaned,8960,Because people go to the laundromat to wash clothes.
Bob bought chocolate for his enemy on Valentine's Day,8961,people buy gifts for their loved ones instead of hated ones on Valentine's Day
Bob bought chocolate for his enemy on Valentine's Day,8961,"Valentines Day, and the gift of chocolate, are to celebrate a loved one, not an enemy."
Bob bought chocolate for his enemy on Valentine's Day,8961,Bob bought chocolate for his significant other on Valentine's Day.
French fries are made of oranges,8962,oranges can't be used to make French fries
French fries are made of oranges,8962,french fries can also be made of oranges
French fries are made of oranges,8962,potatoes are used for french fries
Mars is the most suitable homeland for human beings,8963,"there's no oxygen and liquid water on Mars, which are necessities for human beings"
Mars is the most suitable homeland for human beings,8963,"Earth is most suitable for humans, not Mars."
Mars is the most suitable homeland for human beings,8963,Earth is the best habitat for human beings.
Harry stoops down to throw the basketball into the basket,8964,the basket is usually higher than a human and stooping down will make Harry lower instead of higher
Harry stoops down to throw the basketball into the basket,8964,Harry jumps up to throw the basketball into the basket.
Harry stoops down to throw the basketball into the basket,8964,A player would need to jump up to make a basket.
I'm thirsty so I drink seawater,8965,a human cannot drink seawater directly
I'm thirsty so I drink seawater,8965,Salt water dehydrates.
I'm thirsty so I drink seawater,8965,No one can drink sea water because its too much salty.
Alice is running on the sea,8966,a human cannot run on water like sea
Alice is running on the sea,8966,You can only run on land or a hard surface.
Alice is running on the sea,8966,SEA IS RUNNING IN ALICE
Bob looks delightful because he hurts his fingers,8967,hurting fingers will cause pain instead of delight
Bob looks delightful because he hurts his fingers,8967,IF HE HURTS HIS FINGER MEANS HE LOOKS PAINFUL
Bob looks delightful because he hurts his fingers,8967,anyone looks painful when hurts
Maria coughs when she breathes in fresh air,8968,fresh air usually will not cause coughing
Maria coughs when she breathes in fresh air,8968,Maria didn't coughs when she breathes in fresh air
Maria coughs when she breathes in fresh air,8968,Breathing in fresh air would help eliminate coughing.
African lions enjoy eating grass,8969,"lions are carnivorous, so they eat meat instead of grass"
African lions enjoy eating grass,8969,Lions are carnivores and enjoy eating meat.
African lions enjoy eating grass,8969,Lions are not eat grass.
I graduated from college at the age of 3,8970,three-year-olds are too young to go to college
I graduated from college at the age of 3,8970,I graduated from college at the age of 21
I graduated from college at the age of 3,8970,People usually graduate from college at the age of 22.
Bears stay underwater during hibernation,8971,bears will drown and die if hibernate underwater
Bears stay underwater during hibernation,8971,Bears cannot survive underwater.
Bears stay underwater during hibernation,8971,Bears stay in dens during hibernation.
Alice go to the bathroom for repletion,8972,there's no food in the bathroom
Alice go to the bathroom for repletion,8972,You cannot go to the bathroom for repletion.
Alice go to the bathroom for repletion,8972,Alice go to the dressingroom for repletion
I went underwater and took a deep breath,8973,a human will drown if breathing underwater
I went underwater and took a deep breath,8973,A deep breath cannot be taken underwater.
I went underwater and took a deep breath,8973,Brething cannot be done in under water
Dogs can feed blood to their young ones,8974,blood is not a type of food for young dogs
Dogs can feed blood to their young ones,8974,Dogs can  feed milk to their young ones
Dogs can feed blood to their young ones,8974,Dogs are mammals and they feed milk to young ones
Frank goes to the bank to save people,8975,"you don't save people in a bank, instead you put money into your bank account"
Frank goes to the bank to save people,8975,You can only save money in the bank.
Frank goes to the bank to save people,8975,"Iinto the bank we save money, not people."
Jack can read books before learning basic words,8976,human can understand books only after grasping basic words
Jack can read books before learning basic words,8976,by assuming words jack can read book
Jack can read books before learning basic words,8976,Basic words need to be learned before one can read.
Kids fly kites in a windless day,8977,kites need the power of wind to fly
Kids fly kites in a windless day,8977,You need wind to fly a kite.
Kids fly kites in a windless day,8977,Kites only flies with the wind.
students like it when teachers let them go later,8978,longer school time leads to more homework and less free time
students like it when teachers let them go later,8978,Students will get irritated if they let to go late
students like it when teachers let them go later,8978,Children hate leaving school late
the big hand on a watch shows the day,8979,a day is too long to be shown by hand on watches
the big hand on a watch shows the day,8979,"Watch hands tell the time, not the date"
the big hand on a watch shows the day,8979,"A watch displays time, not the day of the week."
he maintained balance and fell to the ground,8980,when people maintain the balance they will stay still
he maintained balance and fell to the ground,8980,because if he maintained balance he would not have fallen
he maintained balance and fell to the ground,8980,People don't fall when they maintain their balance.
he bought his new coat at the grocery store,8981,a coat is not sold in grocery stores
he bought his new coat at the grocery store,8981,Grocery stores do not sell coats.
he bought his new coat at the grocery store,8981,a coat is not groceries
the traffic light turned white from red,8982,white is not a color of traffic lights
the traffic light turned white from red,8982,no traffic signal in the world has white light
the traffic light turned white from red,8982,Traffic lights don't have white lights.
she smells terrible after a shower,8983,when people have a shower they wish to have a better smell
she smells terrible after a shower,8983,She has to smell good as she finished her bath.
she smells terrible after a shower,8983,A shower is supposed to clean you so you don't smell bad
he put on a t-shirt and go skiing,8984,a t-shirt is too thin to withstand skiing weather
he put on a t-shirt and go skiing,8984,A t-shirt is not warm enough to ski in!
he put on a t-shirt and go skiing,8984,"Skiing is cold, requiring more than just a t-shirt"
he received many complaints at his birthday party,8985,"complaints annoy people, which should not happen at a birthday party"
he received many complaints at his birthday party,8985,Yoy receive praise on your birthday
he received many complaints at his birthday party,8985,he received many gifts at his birthday party
he surfed the sea to check his email,8986,checking email requires an internet connection
he surfed the sea to check his email,8986,The sea has nothing to do with checking email.
he surfed the sea to check his email,8986,Internet connections are pretty hard to find in the sea.
I gave him some review on his future career,8987,to review is to look back and summary
I gave him some review on his future career,8987,You cannot review the future because it has not happened yet.
I gave him some review on his future career,8987,can't review something that hasn't happened
she planted a tree in her bedroom,8988,a bedroom can be too small for a tree to grow
she planted a tree in her bedroom,8988,A tree should not be planted in the bedroom because it is not the place to grow trees.
she planted a tree in her bedroom,8988,trees do not grow inside buildings
the policeman put the witness in jail,8989,jail is for those who violate the law and witness identifies those who violate the law
the policeman put the witness in jail,8989,Witnesses don't go to jail
the policeman put the witness in jail,8989,witnesses are not involved with the crime and are thus never jailed
he printed out the form and crossed out the blanks,8990,blank has nothing on it so it can't be crossed out
he printed out the form and crossed out the blanks,8990,There is nothing to cross out in a blank.
he printed out the form and crossed out the blanks,8990,There is nothing to cross out if there are blanks.
the turtle broke the eggs it laid on land,8991,turtles breed by laying eggs and protect them
the turtle broke the eggs it laid on land,8991,Turtle will lay eggs in nest not in land
the turtle broke the eggs it laid on land,8991,The turtle protected the eggs it laid.
the shipowner adjusted the wind to go faster,8992,wind can't be controlled by human beings
the shipowner adjusted the wind to go faster,8992,it is impossible for humans to adjust wind speed
the shipowner adjusted the wind to go faster,8992,you can not control the wind
he extinguished the cigarette and began to smoke,8993,to smoke the cigarette needs to keep burning
he extinguished the cigarette and began to smoke,8993,You need a lit cigarette to smoke
he extinguished the cigarette and began to smoke,8993,You ignite the cigarette to smoke not extinguish it.
the bride got a bouquet after the wedding,8994,brides use bouquet to pass their luck to bridesmaids
the bride got a bouquet after the wedding,8994,the bride is married and would not need a bouqet as that is traditionally given away.
the bride got a bouquet after the wedding,8994,Bouquet should be given in the wedding
she put her earrings back to the seasoning box,8995,seasoning box is for seasoning but not earrings
she put her earrings back to the seasoning box,8995,They go in a jewelry box
she put her earrings back to the seasoning box,8995,Earrings don't belong in a seasoning box
a short lunch break from work makes me eat slowly,8996,meal break is the only time when workers are allowed to eat
a short lunch break from work makes me eat slowly,8996,If you only have a short break you would want to eat quickly to finish in time.
a short lunch break from work makes me eat slowly,8996,you don't eat slowly if you are having a short lunch break
every time I wrote a reply when he received my letter,8997,usually the one receives the letter write the reply
every time I wrote a reply when he received my letter,8997,you can't reply before having an answer
every time I wrote a reply when he received my letter,8997,Every time he has to reply for your letter because you wrote the letter not himself.
they were not satisfied with each other and got a marriage,8998,people usually don't marry the one they are not satisfied with
they were not satisfied with each other and got a marriage,8998,wouldn't marry if not satisfied with each other
they were not satisfied with each other and got a marriage,8998,If you don't like each other you don't get married
the waiter gave him a bill to order food,8999,bill shows the dishes that have been ordered
the waiter gave him a bill to order food,8999,THE WAITER GAVE HIM A PAPER TO ORDER FOOD
the waiter gave him a bill to order food,8999,you can't get a bill before ordering
he lit a torch to see in the daytime,9000,there's sunlight in the daytime so a torch is of no use
he lit a torch to see in the daytime,9000,Day time sun light is there No need of torch
he lit a torch to see in the daytime,9000,You don't need a torch in the daytime
I put all my stuff in the drawer to travel,9001,drawer is too small and inconvenient to carry around
I put all my stuff in the drawer to travel,9001,Drawers are used for long term storage of stuff
I put all my stuff in the drawer to travel,9001,People use suitcases to carry travel stuff.
he used a blow dryer before he washed his hair,9002,blow dryer is of no use to dry hair
he used a blow dryer before he washed his hair,9002,Blowing dryer is the process which is taken after washing hair.
he used a blow dryer before he washed his hair,9002,No need to use blow on dry hair. He first wash hair and then blow it.
he used chopsticks to eat soup,9003,soup is liquid but chopsticks are used for solid food
he used chopsticks to eat soup,9003,Chopsticks aren't able to hold any liquid.
he used chopsticks to eat soup,9003,Soup is liquid in form
DVD can be used to search for information,9004,DVD is a storage medium that has no function of searching
DVD can be used to search for information,9004,DVD CAN BE USED WATCHING MOVIE
DVD can be used to search for information,9004,you can only watch a dvd
I ate watermelon and my teeth turned yellow,9005,watermelon has red juice
I ate watermelon and my teeth turned yellow,9005,A watermelon can turn teeth red
I ate watermelon and my teeth turned yellow,9005,there is nothing yellow in a watermelon so there is no yellow color to stain your teeth
she took off socks and washed her hands,9006,socks are for feet
she took off socks and washed her hands,9006,She didn't need to take her socks off to clean her hands
she took off socks and washed her hands,9006,You don't need to remove your socks to wash your hands.
the cow jumped over the moon and escaped,9007,cows can't jump as high as the size of the moon
the cow jumped over the moon and escaped,9007,Cows cannot jump over the moon
the cow jumped over the moon and escaped,9007,it's impossible for a cow to jump that high.
he left her a lot of bills in his will,9008,people leave valuable things in their will
he left her a lot of bills in his will,9008,bills is very important for account please kept the bills
he left her a lot of bills in his will,9008,A will contains assets not dues.
the little girl squatted and rang the bell,9009,a bell is usually high on the door and difficult for a girl to reach
the little girl squatted and rang the bell,9009,Doorbells aren't down low
the little girl squatted and rang the bell,9009,By squatting she can't rang the bell
he stretched out on the economy class of the flight,9010,economy class is the cheapest with no enough space to stretch out
he stretched out on the economy class of the flight,9010,There is no possibilities to stretch out in economy class
he stretched out on the economy class of the flight,9010,Economy class seats have small legspace
he walked through the railway to another room,9011,the railway connects rail stations
he walked through the railway to another room,9011,Railways are not inside.
he walked through the railway to another room,9011,You can not walk through a railway otherwise you will be hit by a train.
the ground was covered with sugar overnight,9012,sugar don't fall from the sky
the ground was covered with sugar overnight,9012,Sugar will atract insects Can't be kept in ground
the ground was covered with sugar overnight,9012,Sugar is not an element of weather and would not fall outside overnight.
the garden of flowers is in the middle of the table,9013,a garden is too big to be put on a table
the garden of flowers is in the middle of the table,9013,Table is too small to keep the garden of flowers in its middle.
the garden of flowers is in the middle of the table,9013,Gardens do not grow in the middle of tables; they grow outside.
Tom wore pajamas for a job interview yesterday,9014,a job interview is a serious occasion and pajamas are too casual
Tom wore pajamas for a job interview yesterday,9014,Pajamas are way too casual and not professional enough for a job interview.
Tom wore pajamas for a job interview yesterday,9014,"for interview everyone wear formals, not pajamas"
she put the guitar on the top of the mountain,9015,the mountain is not a proper place to put a guitar
she put the guitar on the top of the mountain,9015,Guitars don't go on mountains
she put the guitar on the top of the mountain,9015,mountains are too tall to put anything there
he ate some sleeping pills in order not to fall asleep,9016,sleeping pills help you sleep quickly
he ate some sleeping pills in order not to fall asleep,9016,Sleeping pills are supposed to make you fall asleep.
he ate some sleeping pills in order not to fall asleep,9016,Sleeping pill make you fall asleep so you would not take them if you want to stay awake.
Atlantic is the biggest continent in the world,9017,Atlantic is an ocean instead of a continent
Atlantic is the biggest continent in the world,9017,"The Atlantic is an ocean, not a continent."
Atlantic is the biggest continent in the world,9017,Atlantic isn't a continent.
her new song was popular on the theater screen,9018,a theater doesn't play a song
her new song was popular on the theater screen,9018,no song will be played on theater screen
her new song was popular on the theater screen,9018,Songs are not shown in theaters.
it's 6 o'clock and the new year is coming,9019,each day doesn't start at 6 o'clock
it's 6 o'clock and the new year is coming,9019,"It is 6 o'clock twice a day, every day even when the new year is not close."
it's 6 o'clock and the new year is coming,9019,New year's is at midnight
the bird built a nest on the bottom of the tree,9020,nests on the ground will be easily damaged
the bird built a nest on the bottom of the tree,9020,Birds build nests high up on trees
the bird built a nest on the bottom of the tree,9020,Birds always build nest in branches of a tree to protect the nest.
she turned on the radio and the room became bright,9021,a radio can't emit light
she turned on the radio and the room became bright,9021,Radios do not emit light.
she turned on the radio and the room became bright,9021,Turning on a radio emits sound
he used a surfboard to surf the internet,9022,the internet is virtual so it can't be surfed with a surfboard
he used a surfboard to surf the internet,9022,"A surfboard is used to surf in the ocean,not on the internet."
he used a surfboard to surf the internet,9022,Surfboard are used in boating that can't be used  in internet
he pressed the accelerator to slow the car down,9023,an accelerator is a device to speed the car up
he pressed the accelerator to slow the car down,9023,"To slow down the car, use a brake"
he pressed the accelerator to slow the car down,9023,the accelerator gives speed
I remember they built a snowman last summer,9024,"to build a snowman people need snow, which won't occur in summer"
I remember they built a snowman last summer,9024,no one can built a snowman in summer
I remember they built a snowman last summer,9024,I doesn't snow in the summer in North America.
he found he had more money after he paid the bill,9025,paying the bill uses his money so he can't have more
he found he had more money after he paid the bill,9025,You can't have more money after paying money.
he found he had more money after he paid the bill,9025,He has less money after paying the bill.
she walked to the gas station to refuel her car,9026,people refuel the oil tank in the car so the car needs to be driven to the gas station
she walked to the gas station to refuel her car,9026,You need your car to refuel it.
she walked to the gas station to refuel her car,9026,Refueling car can be done taking car not by walk
after one day of exercise he became strong,9027,the condition of strong requires a long time to achieve
after one day of exercise he became strong,9027,We have to do exercise for longer days to become strong
after one day of exercise he became strong,9027,It usually takes way more than one day of rigorous exercise to truly become strong(er).
he folded his umbrella when it started to rain,9028,when umbrellas are folded they don't provide shelter from the rain
he folded his umbrella when it started to rain,9028,You should open your umbrella when it rains.
he folded his umbrella when it started to rain,9028,He has to open his umbrella beacuse it starts raining.
she is a vegetarian and refuses to eat food,9029,vegetarians also need food to live
she is a vegetarian and refuses to eat food,9029,"Vegetarians eat plenty of food, just not meat products."
she is a vegetarian and refuses to eat food,9029,Vegetarians refuse non veg foods not foods
he ran out of cola while driving to work so he walked there,9030,cola is a kind of drink and has nothing to do with the power of a car
he ran out of cola while driving to work so he walked there,9030,If he is driving why would he walk
he ran out of cola while driving to work so he walked there,9030,Cola is not a valid fuel for cars.
mark is a pilot and he assembled an aircraft,9031,a pilot is usually not in charge of the assembling work
mark is a pilot and he assembled an aircraft,9031,"a pilot fly an aircraft, they don't assembled them"
mark is a pilot and he assembled an aircraft,9031,Pilots fly planes but they do not assemble them.
jim wrote a message with a finger on a piece of paper,9032,a finger doesn't contain any color ink
jim wrote a message with a finger on a piece of paper,9032,A finger is not a writing instrument.
jim wrote a message with a finger on a piece of paper,9032,A finger is not a writing utensil.
the businessman went to the airport to catch a mouse,9033,businessmen are not good at catching a mouse especially at the airport
the businessman went to the airport to catch a mouse,9033,He wasn't needed
the businessman went to the airport to catch a mouse,9033,"You catch a plane at the airport, not mice"
he stretched his arms and caught the ball with his feet,9034,feet aren't at the end of your arms
he stretched his arms and caught the ball with his feet,9034,everyone use arms to caught the ball
he stretched his arms and caught the ball with his feet,9034,There are not feet at the end of arms.
the difference between the twins' birth time is one day,9035,a pair of twins are delivered one by one closely and a day is too long
the difference between the twins' birth time is one day,9035,Twins are born on the same day.
the difference between the twins' birth time is one day,9035,"It would be extremely rare, if not impossible for twins to be born a day apart."
he found enough evidence to commit a crime,9036,evidence are not used to commit a crime
he found enough evidence to commit a crime,9036,Evidence is found after the crime has been committed.
he found enough evidence to commit a crime,9036,You don't need evidence to commit a crime.
jim cut his finger with the soap,9037,soap is not sharp enough to cut one's finger
jim cut his finger with the soap,9037,Soap can not cut anything.
jim cut his finger with the soap,9037,soap is soft with round edges
tina told her dog to clean the apartment,9038,a dog isn't good at cleaning an apartment
tina told her dog to clean the apartment,9038,Dogs can't clean it's a animal
tina told her dog to clean the apartment,9038,Dogs aren't able to clean.
jack had bad breath so he ate a garlic,9039,garlic will cause bad breath after people eat it
jack had bad breath so he ate a garlic,9039,Eating garlic makes the breath worse
jack had bad breath so he ate a garlic,9039,"Garlic is not the only factor for having a bad breath, poor dental hygiene, oral infections and dental problems are the major factors for having a bad breath."
susan cleaned her room and she had more trash,9040,to clean a room is to sweep the dirt and get rid of trash
susan cleaned her room and she had more trash,9040,"She cleaned the room, so she removed trash, she can't have more trash in the end"
susan cleaned her room and she had more trash,9040,Cleaning a room will reduce trash.
he ate hot pot at a fast food restaurant,9041,hot pot is not served as fast food
he ate hot pot at a fast food restaurant,9041,Hot pot is Chinese and there are no fast food Chinese places
he ate hot pot at a fast food restaurant,9041,can't eat a pot
he felt hungry and went to a gym to eat,9042,a gym doesn't serve any food and people eat before they work out
he felt hungry and went to a gym to eat,9042,You don't go to the gym to eat
he felt hungry and went to a gym to eat,9042,gym's do not serve food
he suspected there was a mouse in the garage so he brought a dog home,9043,a dog and a mouse don't infringe each other
he suspected there was a mouse in the garage so he brought a dog home,9043,"dogs don't hunt mice, cats do"
he suspected there was a mouse in the garage so he brought a dog home,9043,dogs don't catch mice
as a geographer he created the Earth's surface,9044,Earth is created through billions of years
as a geographer he created the Earth's surface,9044,because people think that God created everything
as a geographer he created the Earth's surface,9044,"Its not logical, as he surveys what is already there, not create it"
joe stole some money from his own pocket,9045,to take money from one's own pocket is not stealing
joe stole some money from his own pocket,9045,Money in his own pocket is his own property
joe stole some money from his own pocket,9045,You cant steal your own money
the child looked down to find stars in the sky,9046,for a people on earth the stars are above our eye level
the child looked down to find stars in the sky,9046,Stars are in the sky and you must look up.
the child looked down to find stars in the sky,9046,"The sky is up, therefore looking down is against common sense."
he felt like suiciding and the doctor lent him a gun,9047,doctors helped us when we are in mental or physical illness
he felt like suiciding and the doctor lent him a gun,9047,HE FELT LIKE SUICIDING THE DOCTOR WON'T GIVE HIM GUN
he felt like suiciding and the doctor lent him a gun,9047,A doctor saves lives.
tom watched fictions on magazines,9048,fictions are published on books
tom watched fictions on magazines,9048,"You don't watch magazines, you read them."
tom watched fictions on magazines,9048,You cannot 'watch' magazines; you can only read them.
john got up early to take a good rest,9049,to take a good rest one should sleep long enough
john got up early to take a good rest,9049,can't get a good rest if not sleeping
john got up early to take a good rest,9049,Getting up early is the opposite of getting rest.
susan disconnected the phone to wait for another call,9050,if a phone is disconnected it will not ring
susan disconnected the phone to wait for another call,9050,phone won't work being disconnected
susan disconnected the phone to wait for another call,9050,If your phone is disconnected another call cannot come through.
she bent her eyebrows to jump up,9051,"people use their leg to jump up, not their eyebrows"
she bent her eyebrows to jump up,9051,No need to bent eyebrows for jump up
she bent her eyebrows to jump up,9051,Eyebrows are not used to jump
anne dropped a waterfall on the floor,9052,a waterfall falls from the cliff of a mountain
anne dropped a waterfall on the floor,9052,A waterfall is not an object that you can hold.
anne dropped a waterfall on the floor,9052,You can't hold a waterfall in your hand
the experienced singer captain the ship,9053,a singer doesn't know how to lead on a ship
the experienced singer captain the ship,9053,Singing has nothing to do with captaining a ship .
the experienced singer captain the ship,9053,A singer is not a captain and would not  helm a ship.
he looked through a magnifier to observe a cell,9054,a magnifier isn't accurate enough to observe a cell
he looked through a magnifier to observe a cell,9054,A magnifying glass does not have enough power to focus on a single cell.
he looked through a magnifier to observe a cell,9054,Cell can be observed through only microscope not magnifier
he put on his shoes to see well enough,9055,shoes are worn on the feet and have nothing to do with eyes
he put on his shoes to see well enough,9055,Shoes are worn on the feet and don't have any relationship to how well or poorly a person can see.
he put on his shoes to see well enough,9055,Shoes do not help you see.
josh stepped into a seashell when he walked along the beach,9056,seashell isn't big enough for josh to step into
josh stepped into a seashell when he walked along the beach,9056,You don't step into seashells.
josh stepped into a seashell when he walked along the beach,9056,"seashells are typically very small, so stepping ONTO one is more likely than INTO one"
he walked barefoot over broken glass,9057,if people walk barefoot they are fragile to sharp things
he walked barefoot over broken glass,9057,walking barefoot over glass would be very painful
he walked barefoot over broken glass,9057,Bare feet over broken glass causes injury
jefferson forgot to shut up before he did some exercises,9058,people can talk or keep silent when they do some exercises
jefferson forgot to shut up before he did some exercises,9058,There is no reason that talking an exercise cannot go together.
jefferson forgot to shut up before he did some exercises,9058,It does not matter if you shut up or talk while you exercise.
he received a degree from his family,9059,a degree is granted from a professional institution and family is not one
he received a degree from his family,9059,people receive degrees from universities
he received a degree from his family,9059,You receive a degree from a college
james liked his car for a long time everyday,9060,the emotion of like doesn't have an accurate time period
james liked his car for a long time everyday,9060,everyday are the car to long time
james liked his car for a long time everyday,9060,You don't like cars
tony used his drakes to stop his bicycle,9061,drakes don't provide friction to stop the wheels
tony used his drakes to stop his bicycle,9061,drakes aren't used on bikes
tony used his drakes to stop his bicycle,9061,A drake is a type of lizard and not commonly found on bicycles
she found eagles at the bottom of the sea,9062,eagles are birds that can't live in the sea
she found eagles at the bottom of the sea,9062,eagles are flying in the sky
she found eagles at the bottom of the sea,9062,Eagles cannot live at the bootom of the sea.
he used his id card to pay the bill,9063,id card's only value is to identify someone
he used his id card to pay the bill,9063,I'd card is Used for Identity purpose by that we can't pay bills
he used his id card to pay the bill,9063,ID Cards can't pay bills
he is the first man born on the moon,9064,environment on the moon is not suitable for the human being to live
he is the first man born on the moon,9064,Nobody has been born on the moon.
he is the first man born on the moon,9064,No one has ever been born on the moon
joe slept on a banana peel,9065,a banana peel is too small for a person to sleep on
joe slept on a banana peel,9065,Banana peel is too small to sleep.
joe slept on a banana peel,9065,people do not sleep on trash
the newborn monkey drinks banana from its mother's breast,9066,banana is a fruit grown on banana tree
the newborn monkey drinks banana from its mother's breast,9066,bananas don't come from breasts
the newborn monkey drinks banana from its mother's breast,9066,From mothers breast only milk will come
carrots make rabbits sick,9067,rabbits eat carrots as their major food
carrots make rabbits sick,9067,Rabbits love eating carrots and nobody likes eating food that makes them sick.
carrots make rabbits sick,9067,Rabbits like carrots as food
josh thought of an idea and wrote a history,9068,history must have happened rather than
josh thought of an idea and wrote a history,9068,can't write a history of an idea
josh thought of an idea and wrote a history,9068,an idea is a short and immediate thing
jane drove so fast that she got a movie ticket,9069,driving too fast is dangerous and always punished
jane drove so fast that she got a movie ticket,9069,if you drive fast you would get a speeding ticket
jane drove so fast that she got a movie ticket,9069,why should she drive fast even she got tickets
jack ignored his sick friend to check on her,9070,to check on someone one ill must contact him/her
jack ignored his sick friend to check on her,9070,The sick friend is male.
jack ignored his sick friend to check on her,9070,You cannot ignore someone and check on them at the same time.
he got punished by the boss because of his hard work,9071,people who work hard shouldn't be punished
he got punished by the boss because of his hard work,9071,He was rewarded by the boss for his hard work.
he got punished by the boss because of his hard work,9071,Hard work would not be punished.
a boat floated in the bowl,9072,a bowl is too small for a boat to float
a boat floated in the bowl,9072,A boat will float only in water bodies
a boat floated in the bowl,9072,Boats are too large to fit into a bowl.
fred turned up the capacity of the radio,9073,a radio can't hold other things
fred turned up the capacity of the radio,9073,radios have no capacity
fred turned up the capacity of the radio,9073,"Capacity is generally used to describe physical quantity, not volume."
alex drove the van into the lake,9074,a van can't run on a lake
alex drove the van into the lake,9074,Vans are not made to drive in deep water.
alex drove the van into the lake,9074,it can happem but usually doesn't
frank brought a can of jewelry from the grocery shop,9075,jewelry are not sold in a grocery shop and they are not sold in a can
frank brought a can of jewelry from the grocery shop,9075,Jewelry can't be bought in can from grocery shop
frank brought a can of jewelry from the grocery shop,9075,No one sells canned jewelry
mary wore a pretty watch to the dancing party,9076,a dancing party is not a good place to show off one's watch
mary wore a pretty watch to the dancing party,9076,No one cares about a watch at a dancing party.
mary wore a pretty watch to the dancing party,9076,pretty watch no use for dance party
tom fell and broke his heart,9077,breaking one's heart is about emotion
tom fell and broke his heart,9077,When someone falls they can land on different parts of their body and the heart is protected by the sternum/rib cage so the heart would generally be protected but maybe not the bones.
tom fell and broke his heart,9077,Breaking your heart is more of an emotional thing that happens; it can't physically break the way described here.
he ate his chopsticks with chop suey,9078,chop suey is a dish while chopsticks are tools to eat
he ate his chopsticks with chop suey,9078,"Chopsticks are utensils for eating food, and are not to be eaten."
he ate his chopsticks with chop suey,9078,Chop suey can be eaten with chopsticks
the shower curtain tastes good,9079,shower curtains are made of plastic
the shower curtain tastes good,9079,People do not eat shower curtains.
the shower curtain tastes good,9079,Shower curtains are used in bathroom for separation  that can't be tasted
jamie served delicious food on a laptop,9080,laptop can't be a container of actual things
jamie served delicious food on a laptop,9080,laptop cannot serve delicious food
jamie served delicious food on a laptop,9080,Jamie's new cookbook brings together 100 ultimate comfort food recipes from around the world
he wrote a letter on tv,9081,tv doesn't have a function of writing a letter
he wrote a letter on tv,9081,"TV is for watching, and not for writting things."
he wrote a letter on tv,9081,Tv's are to skinny to write a letter on.
judy used an earpick to clean between her teeth,9082,an earpick is not designed for teeth
judy used an earpick to clean between her teeth,9082,This doesn't make sense because its too big
judy used an earpick to clean between her teeth,9082,A toothpick is used to clean between teeth.
suzie bought her parents a new car for her birthday,9083,people usually receive on their birthdays
suzie bought her parents a new car for her birthday,9083,A person receives presents on their birthday
suzie bought her parents a new car for her birthday,9083,suzie birthday her parents give a new gift
lily hid behind a hair,9084,a hair is too thin for lily to hide behind
lily hid behind a hair,9084,Typically a (single) hair is way too thin and small for a entire person to hide behind.
lily hid behind a hair,9084,a hair is way too thin to hide behind
she opened the shower curtain when she woke up,9085,shower curtain is not for shielding light during the night
she opened the shower curtain when she woke up,9085,Shower curtains are in bathroom and we can't open when we Woke
she opened the shower curtain when she woke up,9085,People don't sleep in their shower.
lewis was having an affair with his girlfriend,9086,the relationship between a couple is not an affair
lewis was having an affair with his girlfriend,9086,You can't have an affair with someone if you are already in a relationship with them.
lewis was having an affair with his girlfriend,9086,no one have affair with their girlfriend
hats expose the head to sun and rain,9087,hats function as a shelter for heads
hats expose the head to sun and rain,9087,Hats is safe of the head.
hats expose the head to sun and rain,9087,"In rain, sun can not be visible."
jack handed a word to her,9088,a word can't be handed without writing it down
jack handed a word to her,9088,You can't physically hand someone a sound or spoken words.
jack handed a word to her,9088,Words are immaterial and cannot be held in one's hand or passed hand to hand.
he lent me some bills,9089,bills need to be paid and are non-borrowable
he lent me some bills,9089,You can't lend someone your own debt.
he lent me some bills,9089,You lend people money not bills.
