id,sent0,sent1,label
7087,Twins must have the same interests.,Twins may have the same interests.,0
4072,some people seek knowledge,less people seek knowledge,1
4727,His neighbor told him to turn on his TV because of the noise,His neighbor told him to turn off his TV because of the noise,0
1311,He is cutting his hair with scissors.,He is cutting his hair with knife.,1
3549,The cup is in the table,The cup sits on top of the table,0
2378,Airplanes can fly quickly.,Airplanes can fly backwards.,1
7546,The soldiers were praised for their disloyalty to their country,The soldiers were praised for their loyalty to their country,0
3744,Residents on Mars are not enthusiastic,Residents on US are not enthusiastic,0
7107,I go to the Shopping Mall every morning for breakfast.,I go to the breakfast shop every morning for breakfast.,0
1227,He lit the water.,He lit the lamp.,0
5030,"The water quality is not good enough, thus I bought bottle water","The air quality is not good enough, thus I bought bottle water",1
7083,Peter was arrested by the police after his crime.,Peter was arrested by the police after helping others.,1
689,He was driving the car on the sea,he was driving the car on the road,0
6115,I drink oil every day,I drink water every day,0
9860,Children in school use cameras for drawing,Children in school use crayons for drawing,0
4050,My MP3 rings when somebody calls me.,My mobile phone rings when somebody calls me.,0
6358,He saw his father in the mirror,He saw himself in the mirror,0
4695,"Don't eat too much potato chips, they are junk food","Don't eat too much salad, they are junk food",1
1130,the girl wore chair in her neck,the girl wore necklace in her neck,0
9293,he is drunk because he sleeps a lot,he is drunk because he drinks too much alcohol,0
9541,she asked the cook to add more salt because she loved sweets,she asked the cook to add more sugar because she loved sweets,0
5794,I felt sad when my father passed away,I felt happy when my father passed away,1
4513,Some chemistry can harm people.,Some chemicals can harm people.,0
9651,music can make driving a joyful thing,reading can make driving a joyful thing,1
1878,"He went to the gas station to purchase his prescribed ""medication"".","He went to the medical marijuana dispensary to purchase his prescribed ""medication"".",0
6382,3d printing can print people,3d printing can print car,0
7630,He was lazy at work and got everyone's approval.,He worked hard and won everyone's approval.,0
294,Boats sail on the water.,Boats sail on the sand.,1
4456,Our maths is taught by a PE teacher,Our basketball is taught by our PE teacher,0
8543,Staying up late can prolong a person's life.,Staying up late may shorten a person's life span.,0
9243,You would hang out at the bar because you want to drink with friends,You would hang out at school because you want to drink with friends,1
4424,A king is for leading the country.,A kid is for leading the country.,1
5574,She loves to watch movies at the local laundromat.,She loves to watch movies at the local theater.,0
7319,the plane is one of the most important discoveries in human history,the plane is one of the most important inventions in human history,0
9216,the boy felt homesick in another country,the boy felt homesick at his parent's,1
4078,lighting a match is for creating a flood,lighting a match is for creating a flame,0
2270,She is asking for a vacuum cleaner for Christmas,She is asking for a vacuum cleaner for President's Day,1
9440,you need to invigilate exams if you want to graduate,you need to pass exams if you want to graduate,0
4305,You can use a holding bay to store an item,You can use a holding bay to delete an item,1
616,The King  is a queens husband.,The king is a queens pet.,1
6794,Plastics are not edible,Bread are not edible,1
1412,Many innocents will get arrested soon,Many criminals will get arrested soon,0
3349,The sun emits light to all the world.,The moon emits light to all the world.,1
4065,Something you find in a stone is a blue flower,Something you find in a meadow is a blue flower,0
4566,Sandy grew up on the moon,Sandy grew up on the farm,0
7276,we cannot keep pandas as pets,we can keep pandas as pets,1
195,There were a lot of people pulling a huge ten ton block.,There was one person pulling a massive ten ton block.,1
2573,He put a dog in the freezer.,He put ice cream in the freezer.,0
5261,two policemen held a knife to her throat and stole her savings,two robbers held a knife to her throat and stole her savings,0
1119,He drinks milk daily by morning,He drinks Poison Daily by morning,1
1533,She took a stained cloth for washing,She took a fresh cloth for washing,1
4966,I saw a tiger in the zoo yesterday,I saw a tiger in the sky yesterday,1
1723,he saw snake and took pictures with his comb,he saw snake and took pictures with his camera,0
1204,A man wants to fly in the car,A man wants to fly in the plane,0
8286,I can see the weather outside through the wall.,I can see the weather outside through the window.,0
431,She ate dirt for breakfast.,She ate fruit for breakfast.,0
4296,You would find a tree in stone,You would find a tree in lawn,0
5734,Jack is swimming in the lake,Jack is swimming in the playground,1
1577,Trains travel on tracks.,Trains track your browsing history.,1
1694,He puts the cake into the oven.,He puts the ice cream into the oven.,1
5039,Workers are ordered to wear underwear in order to keep themselves safe,Workers are ordered to wear helmet in order to keep themselves safe,0
3940,Tom cut a handsome haircut at the supermarket,Tom cut a handsome haircut at the barbershop,0
8458,We turn on the air conditioner to cool off in winter.,We turn on the air conditioner to cool off in summer.,0
4763,The employee is so happy to get the salary from the employer,The employer is so happy to get the salary from the employee,1
7751,Eating too much makes people slim.,Eating too much makes people fat.,0
7070,Man can absorb carbon dioxide and release oxygen.,Trees can absorb carbon dioxide and emit oxygen.,0
3776,You can use make an ice-cream out of cream,You can make an ice-cream out of plastic,1
9561,we planted trees for a better world,we planted mines for a better world,1
4495,Ancient Chinese like drinking milky tea.,Ancient Chinese like drinking tea.,0
5320,the car fit into our kitchen very well,the car fit into our garage very well,0
7153,I usually have lunch with a comb.,I usually have lunch with chopsticks.,0
9345,he likes sitting in a boat and floating on the desert,he likes sitting in a boat and floating on the lake,0
8909,Obama has served as President of the USA for twelve years,Obama has served as President of the USA for eight years,0
9796,the bell ringing announced that the class was over,the alarm ringing announced that the class was over,1
2528,he took bath with a new soap,he took bath with a toothpaste,1
706,A car parked in the garage.,A plane landed in the garage.,1
5935,I turned green when passing a crossroads,I turned right when passing a crossroads,0
4823,He announced the time according to the roof in the church,He announced the time according to the clock on the church,0
4656,She added extra sugar in her bubble tea,She added extra pepper in her bubble tea,1
7051,"When there is a conflict with a friend, it should be solved by fighting.","When there is a conflict with a friend, it should be solved rationally.",0
3691,Paul was a three meters man,Paul was three years old,0
8693,Fruits are rich in nicotine.,Fruits are rich in vitamins.,0
5598,Paul was a classically-trained violin.,Paul was a classically-trained violinist.,0
1449,Mark answered his banana.,Mark answered his phone.,0
9304,Gravity can start an electronic device,Electricity can start electronic devices,0
9495,he was very happy when his pay raised,he was very sad when his pay raised,1
149,today will be 30 hours,today will be 24 hours,0
7848,"He felt very hot, so he put on his coat.","He felt very hot, so he took off his coat.",0
253,Curtains let more light into the room.,Curtains stop light from entering the room.,0
2234,Johnny ate an apple as his snack.,Johnny ate a 4-course meal as his snack.,1
5766,my cat really likes being bathed,my cat really dislikes being bathed,0
2348,Fathers must leave their children for them to develop normally.,Fathers must nurture their children for them to develop normally.,0
7185,eggs are from chicken farmers' body,eggs are from hens' body,0
6118,gold is harder than diamonds,diamonds are harder than gold,0
5432,I went to my dentist to have a tooth taken out,I went to my teacher to have a tooth taken out,1
200,There was a zebra hunting a lion.,There was a lion hunting a zebra.,0
4236,Pamela is a woman's name,Pamela is a man's name,1
962,My doctor gave me the last dose of the injection yesterday.,My mechanic gave me the last dose of the injection yesterday.,1
8931,the doctor treats his patients carefully,the cook treats his patients carefully,1
8798,a salad usually contains lettuce,a salad usually contains grass,1
7657,He surfs the sea.,He surfs the desert.,1
3542,A student was taught by a teacher,A teacher was taught by a student,1
9153,sally hatched some eggs for the Christmas eggnog,sally cracked some eggs for the Christmas eggnog,0
4851,I poured cola into the cup,I poured cola into hair dryer,1
2602,he bought a new television to watch movies,he bought a new fridge to watch movies,1
9333,Chicago is the name of a city,Chicago is the GDP of a city,1
519,Water in solid form is liquid.,Water in solid form is ice.,0
1197,Bears can usually kill people with their bare hands.,People can usually kill bears with their bare hands.,1
477,we can play with a football,we can eat a football,1
9805,I used to step on the mountain to get the sugar on the op of the cupboard,I used to step on the stone to get the sugar on the top of the cupboard,0
2699,The rancher put his house in the barn.,The rancher put the horse in the barn.,0
6805,Flying is the skill of birds,Flying is the skill of lions,1
4735,It's unbelievable that ancient people learnt how to make iron,It's unbelievable that ancient people learnt how to drink water,1
2203,He drives a horse.,He drives a car.,0
6823,monkey is climbing the tree.,Pigs are climbing trees.,1
116,A boxer would never punch in a boxing match.,A boxer is likely to throw a punch in a boxing match.,0
6731,Cactus is drinking water,Jenjy's drinking water.,0
9214,I threw away some unnecessary contents and the drawers became cluttered,I put in some unnecessary contents and the drawers became cluttered,0
7436,My parents buy a piece of cake for me as a gift,My parents buy a son for me as a gift,1
5285,"now Mary is in China, and she swims in a hospital in Shanghai","now Mary is in China, and she works in a hospital in Shanghai",0
3642,A basketball could not bounce because it was full of icing.,A basketball will bounce if it is full of air.,0
1701,a dog drank cold ice,a dog drank cold water,0
1416,you can walk like a old man,You can walk like a fish,1
3353,She put ice cream in the freezer.,She put a candle in the freezer.,1
6551,The glasses are in the glasses box.,The eyes are in the glasses box.,1
4817,The hallway is lighted by LEDs,The hallway is lighted by plastic,1
4793,The city is abandoned because of the firework,The city is abandoned because of the earthquake,0
5442,we put the mountain in kennels when we go away,we put the dog in kennels when we go away,0
6618,He's playing with a computer.,Chimpanzees are playing with computers,1
6334,Workers build buildings with cement,Workers build buildings with foam,1
3618,"After their picnic, they swam in the river","After their picnic, they swam in a bath",1
5026,The metro started service because of the metro driver's strike,The metro stopped service because of the metro driver's strike,0
4476,The effect of hiking is seeing nature,The effect of hiking is seeing supermarket,1
1427,Flowers are likely to be found in the garden.,Flowers are likely to be found in the sky.,1
9096,my boyfriend brought me some roses on Valentine's Day,my boyfriend grew me some roses on Valentine's Day,1
7628,We must violate the statute of this country.,We must obey the statute of this country.,0
2019,The sun is not yellow; it's chicken.,The sun is not blue; its yellow.,0
3660,A Canary is a bird,All birds are Canaries,1
5823,I feel embarrassed to be found to fart in public,I feel more than proud to be found to fart in public,1
3824,Jon's friends all like him.,Jon's friends all hate him.,1
7177,I like swimming in the classroom.,I like swimming in the swimming pool.,0
8731,We can ignore the frustration education.,Frustration education should be Strengthened.,0
6878,People sleep in bed.,People sleep on air conditioner.,1
5113,My brother is drawing a job.,My brother is seeking a job.,0
6947,The police shot a robber with a gun,The police shot a robber with a water pistol,1
900,People usually donate rocks at Christmas,People usually donate presents at Christmas,0
1257,He is writing a letter to a friend.,He is laughing a letter to a friend.,1
6416,Dad is surfing on the desert,Dad is surfing on the sea,0
9374,the food tastes very bad and I enjoy it very much,the food tastes very good and I enjoy it very much,0
5462,the weather is very hot so he wants to drink ice cola,the weather is very hot so he wants to drink hot water,1
3453,I saw a car race at the opera hall.,I saw a concert at the opera hall.,0
3027,She put a note in the fridge for lunch tomorrow.,She put leftovers in the fridge for lunch tomorrow.,0
451,I like to eat a bowl of popcorn during movie time,I like to eat a bowl of pebbles during movie time,1
2107,This sentence is neutral.,This sentence is false.,1
9194,we found empty seats in the theater so we sat down,we found no seats in the theater so we sat down,1
7406,apple is unhealthy for our life,apple is healthy for our life,0
6864,The glasses case is for glasses.,The glasses case is for bottle.,1
8318,The universe has many planets.,"The universe has only one planet, that is Earth.",1
6189,I ate an apple this morning,I drank an apple this morning,1
3536,Coffee is served hot,Soda is served hot,1
5705,The man read a chapter of his book.,The man read a chapter of his coffee.,1
5679,Once I went an entire day without breathing.,Once I went an entire day without eating.,0
7097,Earthquake is a terrible man-made disaster,Earthquake is a terrible natural disaster,0
388,Mom put baby into the stroller to walk to the park,Mom put the baby down the water slide to walk to the park,1
5406,I employ a secretary to screen my calls,I employ a cleaner to screen my calls,1
1150,She get permission to her mother to swim in the swimming pool,She get permission to her mother to swim in the mountain top,1
190,The cat bites a rubber ball.,The cat bites a cloud.,1
465,We need to breath Oxygen to live,We need to breath Twinkies to live,1
7513,I gave birth to my mother,My mother gave birth to me,0
5395,she chose a bench beside the duck pond,she chose a bench beside the dinosaur pond,1
2757,I took a shower,I took a fire,1
9949,we have lunch in the library,we have lunch in the restaurant,0
7272,I use bears as my toys,I regard the puppet bear as my toy,0
7226,The moonlight shines through the wall into the room.,The moonlight shines through the window into the room.,0
7439,Both monkeys and tigers like eating bananas,"Monkeys like bananas, but tigers don't like bananas",0
7348,Money can buy families,Money can buy houses,0
1630,The drove the car on the water,They drove the car on the road,0
7602,He saw the living dinosaur in the museum.,He saw the skeleton of a dinosaur in the museum.,0
29,a dog is taken to a veterinarian after getting sick,a dog is taken to a pool after getting sick,1
7829,A penguin is a type of large black and white sea bird which mostly live in the Antarctic.,A penguin is a type of large black and white sea bird which mostly live in the Arctic.,1
2406,usually summer is hot,usually summer is cold,1
778,Soda that is kept in the sun turns into a slush.,Soda that is kept in the freezer turns into a slush.,0
3394,She ate some rocks for lunch.,She ate some chocolate cake for lunch.,0
4924,My brother likes flying,My brother likes swimming,0
7772,Working overtime is common and not that serious.,Working overtime is not a rational and healthy lifestyle.,0
7440,I clean my feet before eating,I clean my hands before eating,0
3710,RMB is made of iron,RMB is made of paper,0
4838,The train is running fast on its railway,The sports car is running fast on its railway,1
467,Top hats are no longer worn as much as in previous years,Clothes are no longer worn as much as in previous years,1
8938,i use pencils to cut paper cuts,i use scissors to cut paper cuts,0
5656,"Unfortunately, woolly mammoths went extinct thousands of years ago.","Unfortunately, rabbits went extinct thousands of years ago.",1
614,You can hang a picture putting it into a frame,You can hang a picture putting it into a concrete block,1
1340,Baseball players use bubble gum to catch baseball.,Baseball players use gloves to catch baseballs.,0
8756,Drivers should not drive over the speed limit.,Drivers should drive over the speed limit.,1
7385,I cut the paper with erasers,I cut the paper with scissors,0
663,Her favorite hobby is to swim in the skate park.,Her favorite hobby is to swim in the pool.,0
7172,Cars float on the water,Ships float on the water,0
9854,It's winter and it's freezing cold outside,It's summer and it's freezing cold outside,1
7303,I am waiting for the train at the bus station,I am waiting for the bus at the bus station,0
3057,Something you would find for sale in a hardware store is a hammer.,Something you would find for sale in a hardware store is a suit.,1
5374,plants cannot grow without water,plants cannot grow without oil,1
7131,Cats like catching mice,Dogs like catching mice,1
9178,a train went through a tunnel and the inside of it went dark,a train went through a bridge and the inside of it went dark,1
6177,the crocodile in the park climbed into the grass,the crocodile in the park flew into the sky,1
679,You can drive your car to a museum,You can drive your car to a boat,1
2177,He bakes cake in an oven,He bakes phones in an oven,1
2416,She put food in the wardrobe,She put her clothes in wardrobe,0
1633,The cat is eating dog food.,The cat is eating cat food.,0
2684,My father married my mother in his mother's womb,My father married my mother in the church,0
4991,The music played by table can give people a relaxing atmosphere,The music played by piano can give people a relaxing atmosphere,0
98,A person can visit relatives.,A person is not allowed to visit their relatives.,1
7399,my favorite thing is skiing in the lake,my favorite thing is boating in the lake,0
9170,the photographer snapped the moment when the kids smiled,the photographer skipped the moment when the kids smiled,1
7345,a customer can ask a cleaner question about the price of products in a mall,a customer can ask a salesman questions about the price of products in a mall,0
7985,Watermelon is a thirst-quenching fruit.,Watermelon is a poisonous fruit.,1
4898,the sun will rise up from the west,the sun will rise up from the east,0
8809,I cooked my meal at the restaurant,I paid for my meal at the restaurant,0
5946,"it's hot inside, we should turn the AC on","it's hot inside, we should turn the heater on",1
2546,Jeff loves to eat diamonds.,Jeff stole a diamond.,0
1337,She brought two kilograms of electricity to home from market,She brought two kilograms of apple to home from market,0
9268,Human beings should destroy the environment,Human beings should not destroy the environment,0
683,We eat dinner in the afternoon,We eat dinner at night,0
4594,Dressing nice can disturb people.,Dressing nice can impress people.,0
6973,We use earphones to play games,We use earphones to listen to songs.,0
7947,I went to the movie theater and met Batman in person,I went to the movie theater and saw Batman on the screen,0
408,She walked into the house,She walked over the house,1
3813,a garden hose is used for drinking,a garden hose is used for watering the garden,0
2930,My fly ate a lizard,My lizard ate a fly,0
4643,Some people are boiling hotpot on an reactor,Some people are boiling hotpot on an oven,0
735,He put worms on his menu.,He put spice on his food.,0
5749,she was born on September 15th,she was born on September 31th,1
6363,Lunch at noon is paper,Lunch at noon is chicken legs,0
2824,She put the pot into the oven.,She put the oven in the pot.,1
8478,Mobile phones can be used when they have electricity.,Mobile phones can be used when they are out of power.,1
4197,people use lipsticks to eat noodles,people use chopsticks to eat noodles,0
5788,a boy wears high-heeled shoes,a girl wears high-heeled shoes,0
4233,The doctor got sick.,The dumplings got sick,1
5399,Tara spread some gasoline on her bread,Tara spread some butter on her bread,0
839,Pablo goes to the dance to meet a girl,Pablo goes to the dance to meet a bird,1
1245,"It is Christmas, so I need to go shopping for gifts.","It is Monday, so I need to go shopping for gifts.",1
4679,"He likes playing video games, especially when he is sleeping","He likes playing video games, especially when he is at home",0
5919,I'm less short of my breath when I quicken my pace,I'm more short of my breath when I quicken my pace,0
413,He was watching his favorite show in television,He was watching his favorite show in oven,1
2217,He likes to eat water.,He likes to eat food.,0
2401,Generally a motor cycle has 5 wheels,Generally a motor cycle has two wheels,0
7064,People will probably see a polar bear in their garden.,It's very likely that people will see an ant in their garden,0
2484,I went to the cinema with friends,I took an elephant to the cinema,1
5889,"when the sun rises up, people wake up","when the sun falls down, people wake up",1
9624,I fed pork to my wheat,I fed wheat to my pigs,0
5392,I have been working as a chef for five years,I have been working as a pet for five years,1
111,The grass is growing.,The grass is singing.,1
9511,I will go to the hospital tomorrow to check if I'm healthy,I will go to the hospital tomorrow to check if I'm alive,1
676,He cooked a recipe that he has seen on the oven,He cooked a recipe that he has seen on tv,0
4314,"When we are frightened, we are happy","When we are frightened, we are afraid",0
3035,I put the remote in the TV to watch TV,I use the remote to watch tv,0
1587,You need to put a leash on a dog to walk them.,You need to put a earphone on a dog to walk them.,1
6251,the washing machine can wash clothes,the washing machine washes your hair,1
3648,The red rose grew in the garden.,The red rose grew on the moon.,1
6450,We can cook in the toilet.,We can cook in the kitchen.,0
8232,Tomatoes taste good when they are stale,Tomatoes taste good when they are fresh,0
5189,the hotel has a laundry service,the hotel has an exam service,1
8135,Pyramids are used for living,Pyramids are not used for living,0
8884,he gives the driver a gift to thank him for a free ride,he killed the driver to thank him for a free ride,1
1586,You can use a pencil to do your homework.,You can use a carrot to do your homework.,1
148,The Piano was hit,The Piano was played,0
3958,The effect of going to get a haircut is having shorter hair,The effect of going to get a haircut is having longer hair,1
7280,usually there are many buildings in a forest,usually there are many trees in a forest,0
2157,She brought a packed lunch to school.,She brought a jungle to school.,1
4635,One can have cheese in his hamburger,One can have gasoline in their hamburger,1
6254,the person wore a pair of shoes,the chicken wore a pair of shoes,1
1718,She learned to eat in ballet class.,She learned to dance in ballet class.,0
739,He closed one eye means he closed both eyes,He closed one eye means he opened the other eye,0
8242,You must get success if you work hard,You can get success if you work hard,0
3208,The woman waters the rocks,The woman waters the plants,0
728,The dishes sit on the table.,The table sits on the dishes.,1
9823,Sweat will be secreted when the sand touches eyes,Tears will be secreted when the sand touches eyes,0
4331,Vases are usually made of glass,Vases are usually made of gold,1
2254,he jumped rope,the rope jumped him,1
6834,Iron can melt,Air can melt,1
1662,the giraffe chewed on the bone,The dog chewed on the bone,0
3998,The river flows from the mountains to the sky,The river flows from the mountains to the plain,0
9744,"at adolescence, muscles go through a growth spurt","in old age, muscles go through a growth spurt",1
1585,I want a new computer,I want a new galaxy,1
2319,The chair drove quickly down the road.,The car drove quickly down the road.,0
9934,she pours some washing powder to do the laundry,she pours some mud to do the laundry,1
7124,There may be a big city on earth.,There may be a big city on Mars.,1
4245,The library is used for cooking.,The kitchen is used for cooking.,0
5693,He went fishing for silverfish.,He went fishing for Pacific salmon.,0
6007,she liked feeling overfed,she suffered pain from being overfed,0
7649,I sweated a lot and my body was fresh and clean.,I sweated a lot and my body was sticky.,0
4787,"The price of gold keeps rising, it's time to sell off","The temperature of gold keeps rising, it's time to sell off",1
2858,I eat pancake,pancake eat me,1
1913,I saw the raccoon slithering near the rocks.,I saw the snake slithering near the rocks.,0
4453,Suicide is voluntary,Suicide is forced,1
2704,She paid for her groceries with cash.,She paid for her groceries with dolphins.,1
2346,The room was dark so I turned on the stereo.,The room was dark so I turned on the lamp.,0
2466,boiled vegetables are nutritious,boiled vegetables are for weight loss,0
2146,She drank lemonade from a glass,She drank lemonade from a lamp,1
5298,remember to bring an apron to protect your clothes,remember to bring a bikini to protect your clothes,1
6388,You don't feel hot because the sun itself is low,You don't feel hot because the sun is far away,0
5974,he played chess,he ate chess,1
2949,The driver drove a car on the bridge over a lake,The driver drove a car under water in the lake,1
7634,The official was accused of corruption.,The official was accused of integrity.,1
7084,Bamboo is a kind of tree.,Bamboo is a kind of grass.,0
5913,I go on a diet to lose weight,I eat more to lose weight,1
2309,He ate a bag of chips for lunch.,He ate a bag of rubberbands for lunch.,1
9508,I helped the robot to find its dad,I helped the boy to find his dad,0
386,Some dogs bite men,All men bite dogs,1
3443,She was smelling the flowers.,She was smelling the wall.,1
5678,Wheelbarrow races are won by whoever rides their bike the fastest.,Bicycle races are won by whoever rides their bike the fastest.,0
5908,Tim fell asleep because of the interesting TV show,Tim fell asleep because of the boring TV show,0
2985,You can always find a hospital in a rural village.,You can always find a nurse in a hospital.,0
3727,A bed sheet can be used to cover a bed.,A bed sheet can be used to mop the floor.,1
4550,The baby cried when he was born.,The baby crawled when he was born.,1
702,Biker puts gasoline in bike tank,Biker puts liquid in bike tank,1
1534,ice is made in the freezer,ice is made in the oven,1
1214,If you break your cell phone you should go to the hospital.,If you break a leg you should go to the hospital.,0
1980,She ate baked fish.,She ate baked cell phone.,1
9187,the burglar broke into my house without awakening me up,the burglar broke into my house without calling me up,1
9101,he turned to his teacher for a question in the exam,he turned to his teacher for a question in homework,0
4378,You may find a dress in the washing machine,You may find a stone in the washing machine,1
6384,The teacher taught the rabbit to talk,The teacher taught the students to talk,0
766,"A child might call her father ""Papa""","A child Might call her father ""Bro""",1
2548,he was flying the kite in the sky,he was flying the bike in the sky,1
2435,He cooked a chicken in the oven,He cooked a giraffe in the oven,1
3516,The napkin put the food on the dinner plates.,The mother put the food on the dinner plates.,0
6770,Human beings can absorb solar energy,Plants can absorb solar energy,0
7340,I caught a cold and I felt energetic,I caught a cold and I felt weak,0
134,He buys a burger to eat.,He buys a book to eat.,1
5447,this afternoon we went to the gym for a workout,this afternoon we went to the museum for a workout,1
8629,He had dinner in the morning,He had breakfast in the morning,0
5092,I get up at twenty five o'clock.,I get up at six o'clock.,0
4808,One can use oven to make popcorn easily at home,One can use oven to make silicon chip easily at home,1
1567,Estrogen is a hormone also found in men.,Testosterone is a hormone found in men.,0
5430,we got an ambulance and rushed her to hospital,we got an ambulance and rushed her to playground,1
5148,they often run with the kites near the river,they often run with the kites in the river,1
4143,Cat has two ears,Cat has two feet,1
4140,a dirty dish is for washing and throwing away to clear the house,a dirty dish is for washing and putting away to eat off later,0
7192,Apple is nutritious food.,Apple is a junk food,1
2984,The cow is eating the grass.,The dog is eating the grass.,1
9726,after the loan we need to give credit card back to the bank,after the loan we need to pay back to the bank,0
8374,There are many deserts in the Arctic.,There are many icebergs in the Arctic.,0
8972,Alice go to the bathroom for excretion,Alice go to the bathroom for repletion,1
903,You should get a colonoscopy to check for colon cancer.,You should get a car to check for colon cancer.,1
5784,I drink salt water when I'm thirsty,I drink pure water when I'm thirsty,0
8647,Guitar is one of my favorite sports.,Badminton is one of my favorite sports.,0
8589,He crumpled up the ruler and threw it into the dustbin,He crumpled up the paper and threw it into the dustbin,0
5704,Cashews are a kind of nut.,Bubbles are a kind of nut.,1
8774,The duty of the police is to help criminals.,The duty of the police is to arrest criminals.,0
666,There was a mammoth in the zoo.,There was an elephant in the zoo.,0
8497,Cutting down more trees is beneficial to wind protection and sand fixation.,Planting more trees are beneficial to windbreak and sand fixation.,0
5243,Drink more wine when you feel thirsty.,Drink more water when you feel thirsty,0
8046,"When the fruits are ripe in autumn, they don't need to be harvested","When the fruits are ripe in autumn, they need to be harvested",0
3328,He rode his apple to the store to buy a bicycle.,He rode his bicycle to the store to buy an apple.,0
3261,She was watching the paper,She was watching tv,0
7288,this dress looks very good,this dress tastes very good,1
6874,Cats like to catch lions.,Cats like to catch mice.,0
5060,"The ridiculous policy caused declination of food production, thus caused the famine","The ridiculous policy caused improvement of food production, thus caused the famine",1
7532,She ate too many peppers and got cavities,She ate too many candies and got cavities,0
3883,Something you find at the doctor is microscope,Something you find at the doctor is stethoscope,0
7301,my home is 2 kilometers from school and I take a plane to school everyday,my home is 2 kilometers from school and I walk to school everyday,0
5502,i would like a cup of coffee with some milk,i would like a cup of coffee with some oil,1
7243,"In order to exercise, I learn to basketball.","In order to exercise, I learn to draw.",1
8297,Drinking too many drinks is good for your health.,Drinking too many drinks is bad for your health.,0
4987,The roof was covered with wind,The roof was covered with snow,0
4943,Take an umbrella when it rains,Don't bring an umbrella on rainy days,1
432,At night moonlight show their path,At night sunlight show their path,1
7001,Tom put his clothes up in the kitchen.,Tom put his clothes on the balcony.,0
988,My cat uses a litter box.,My watch uses a litter box.,1
7282,Peter lied and his mother punished him,Peter lied and his mother praised him,1
7854,The lake froze because the temperature was too high.,The lake froze because the temperature was too low.,0
1191,She went to the store to buy milk.,She went to the bank to buy milk.,1
9279,He put a basketball in the printer.,He put a sheet of paper in the printer.,0
1502,water makes rich men,money makes rich men,0
826,She kisses her baby every night.,She kisses her snakes every night,1
5300,she took a fresh rose out of the vase,she took a fresh steak out of the vase,1
6635,Refrigerators cook food,Fire cooked the food.,0
2583,I sat on a chair.,I sat on a cloud.,1
3225,He drove to work on the bus.,He drove to work on the bagel.,1
9252,People usually read books they are not interested in,People usually read books they are interested in,0
2978,The couch in my grandmother's apartment weighed 240 pounds,The couch in my grandmother's apartment was 240 centuries old.,1
3817,You can make bread with an oven,You can make wine with an oven,1
5584,The plant has laptops on it,The plant has roses on it,0
2284,He cooked his hat on the grill.,He cooked his hamburger on the grill.,0
4115,dynamite is an explosive,mercury is an explosive,1
7332,I don't feel hungry any more after my lunch,I don't feel hungry any more after a nap,1
6401,I shot a tiger with a gun.,I shot a mammoth with a gun.,1
7635,You need stamps when you post a letter.,You need staples when you post a letter.,1
8402,I called an ambulance after she fainted,I called a fireman after she fainted,1
2245,Socks is a thing which we wear on neck,Helmet is a thing which we wear on head,0
9982,"On my birthday, we lighted up birthday candles for celebration","On my birthday, we lighted up birthday cakes for celebration",1
7921,We should read more good books to improve ourselves.,We should read more bad books to improve ourselves.,1
645,There was a cockroach inside the can.,There was an elephant inside the can.,1
2969,Bananas are blue.,Ripe bananas are yellow.,0
5226,Jim is very hungry so he is walking to find a library,Jim is very hungry so he is walking to find a restaurant,0
4563,Cats likes fish,Fish likes cats,1
9521,I put my books in the wine rack,I put my books in the bookshelf,0
5348,put the onions in the oven and let them roast for 30 minutes,put the onions in the water and let them roast for 30 minutes,1
3766,Lift your pen from the paper,Lift your pen from the chopping block,1
1667,Fiber helps people poop.,A walrus helps people poop.,1
3664,He ate chips and salsa at a restaurant.,He ate mirrors at a restaurant.,1
1183,he prints a negative picture as colored by Printing scanner,he prints a negative picture as colored by Sack piece.,1
5883,we become younger when the time pass,we get older when the time pass,0
9549,Muslims do not eat pork because of religion,Muslims do not eat pork because of the taste,1
2585,"He felt pain in teeth , so he went to dentist hospital.","He felt pain in teeth, so he went to police station.",1
7496,"I am so hungry, so I eat some food","I am so hungry, so I read some books",1
4202,a fruit shop is for buying screws and nails,a hardware shop is for buying screws and nails,0
5358,"if your pet turtle gets sick, take him to the barber","if your pet turtle gets sick, take him to the vet",0
4906,A car is faster than a bike,A car is slower than a bike,1
985,Christmas is a Christian holiday,Christmas is a pagan holiday,1
2332,I listened to the song on the fridge.,I listened to the song on the radio.,0
6302,Flamethrower sprays a lot of water,Flamethrower sprays a lot of flame,0
4364,A timer can time a race.,An earphone can time a race.,1
425,He was doing exercise in fridge,He was doing exercise in gym,0
2013,A typical car has four wheels.,A typical dog has four wheels.,1
1735,I picked the flowers in the library.,I picked the flowers outside.,0
7227,Eating is very necessary for human beings.,Sports are very necessary for human beings.,1
1555,It was too windy so she opened the window.,It was too windy so she closed the window.,0
6995,I often eat pizza to keep healthy,I often eat vegetables to keep healthy,0
7918,I twisted the rope around her injured leg.,I twisted the bandage round her injured leg.,0
3545,He petted a fridge.,He petted a cat.,0
9848,Bob is chewing while eating dinner,Bob is cooking while eating dinner,1
8863,a rooster can lay eggs,a hen can lay eggs,0
3917,The food of cow is grass,The food of cow is stone,1
6604,Sam sewed his clothes with a needle,Sam sewed clothes with sticks,1
9855,Frogs will die without enough water,Frogs will die with enough water,1
5125,She guided the river around the castle.,She guided the tourists around the castle.,0
