A wallet contains teddies,Teddies cannot enter wallets as tickets can
the flowers are crying,only animals can cry
he bought a rhinosaurus.,a rhinosaurus is not a pet.
the process of learning English is the process of building plane,"English is based upon knowledge, and building something physical has little influence on your understanding of it as a language."
Something you find at a wedding is rocket,Rocket base can't be used to hold a wedding
wool is a form of eating material,Wool isn't eaten.
i am going to book buy to fancy store,Books are more commonly bought in book stores.
leo had an infection so she washed her hands,he should wash his hands first to prevent
the kid was spoiled and ran away from home,if a kid was spoiled he was likely to stay in this comfortable situation
You should get a car to check for colon cancer.,"Cars are used to get a person from one place to another, not check for colon cancer."
Licking the ground taste sweet,dirt does not have a good taste
Do not wash your hands before eating,You need to clean your hands before eating.
He put a whole ostrich in the microwave.,An ostrich will not fit in the microwave.
The battery ran out of computers,Batteries only run on energy
He ate a desk.,Desk can't ate.
This book looks good on you,I've never worn a book.
He watched the show on a lion,lion is not a tv to watch
"I am so hungry, so I read some books",Reading does not satiate hunger
he wore a flak jacket and went skiing with his friends,"Flak jackets are worn as protection from high velocity projectiles such as bullets, and are not known to be used for skiing."
She put her dog,Dog cannot be put by her.
an umbrella can help you keep warm in snowy days,we don't wear umbrellas
he added vinegar to his coffee,vinegar makes coffee too sour to drink
People always sleep during the day.,People usually work during the day and rest at night.
he closes his eyes and pretends to be alive,Alive person will not close his eyes to pretends.
He put his house key into the ignition to start his vehicle.,The hose key does not start the vehicle
My son eats dirt every weekend.,no one allow their son to eat dirt
My nose is stuffed with ham.,It is uncommon to have ham in your nose.
He ate a large knife,Knives aren't food
Water drank me in the morning,Water doesn't drink people
he peels an apple with cotton,cotton is too soft to peel anything
Don't take medicine when you're sick,If you are sick you and you want to get better then you would take medicine.
His reflection was invisible in the mirror.,There is no such thing as an invisible reflection.
he took a picture with his calculator,calculator is a mathematical device and cannot take picture
He made an apple of pies,You can't make an apple using pies
Jane saw a giraffe in her purse.,The giraffe wouldn't fit.
they have to live in a mansion because of poverty,Mansions are very expensive places to live and poor people won't be able to afford them
The tire went fat.,fat is used to describe people's figures.
All the grass is inedible.,Grass is eaten by animals.
dog is pruning the flowers and grass,Dogs do not know how to garden.
She rode a polar bear to go to the station.,Polar bears live only in Arctic regions where there are no stations.
the turtle broke the eggs it laid on land,Turtle will lay eggs in nest not in land
Jim doesn't like fruit so he often eats apples,Jim will not eat apples if he doesn't like fruit.
he bought a new fish tank for his dogs,dogs cannot live in fish tank
The bedroom is a good place to cook.,Cooking is not done in bedroom.
Today is February 30th.,February only has 28 days or 29 days.
She mowed the concrete,concrete cannot be mowed
He opened the door with pen,PEN USED FOR WRITE
you are supposed to buy tickets after you get off the bus,the rule is to buy tickets first and then take the bus
"Prague is an old city, it has been existed in Europe for more than a trillion years","This is impossible for many reasons, one being that the entire universe hasn't even been around that long."
Something you can find in a school is planes,Planes park in airports instead of schools
Alex lives in the piano,A piano isn't big enough to live in
the gardener put seeds in the soil to make his plants flourish,Plants grow from seeds they do not make plants grow.
Health is not important to live.,Bad health can shorten your life span.
China is a developed country,China's economic and other strength belongs to the level of developing countries.
we can scream in a library,Libraries are quiet so people can read in peace.
The waiter brought a silver spoon to eat.,A silver spoon is too hard to eat.
A person can stay at a dog while on vacation.,"A dog is an animal, not a hotel."
He likes to travel in a spaceship on holidays.,Ordinary people can't fly spaceships.
I squeeze oil on bread for breakfast,Oil does not suitable for bread
James held a great funeral for his first marriage,A funeral is for a dead person instead of people getting married
my neighbors were causing a lot of noise so I opened my windows,Opening windows will only allow more sound to come in.
Submarines fly in the sky.,"Heavy, sea vehicles do not fly in the sky."
Debbie did her cooking on the computer.,NO ONE  COOKING ON THE COMPUTER
"The sun was too bright, so he took off his sunglasses",Sunglasses can prevent sunlight from entering your eyes
You get milk for your use from a dog,It is not typical to get milk from a dog.
I ate grilled and peppered red Stone for dinner yesterday.,You cannot eat stone
mom feels happy that I forgot her birthday,mom would not be glad that her birthday was forgotten
I am going to the airport to catch my train.,The airport doesn't have trains
I put my books in the refrigerator,"Books do not belong in a refrigerator, as they gain no benefit from being cold."
"The athlete is so thirsty, he ate a whole bag of salt",Salt dehydrates you.
The moonlight shines through the wall into the room.,Moonlight cannot penetrate walls
a train stops at a supermarket.,trains stops at a station instead of supermarket.
Bread is a beverage usually served hot,bread is eaten and not drunk
Bob cut the steel plate with a knife.,A knife is not sharp enough to cut through steel.
A cop pointed his gun at a thief and fired a rock,"Guns fire bullets, not rocks."
a kite has come off my coat,A kite wouldn't fit in a coat nor it is comoftable to hide there.
she put a crocodile into the fridge,A crocodile is too big to fit in a fridge.
Apple is a small timepiece worn typically on a strap on one's wrist,"Apples are meant to be eaten, not worn."
"It suddenly warmed up, so he caught a cold",Rising temperatures do not cause colds
he needed to visit his neighbor before he cooked dinner,He cannot buy groceries from his neighbor.
Hens can lay chickens.,Hens are not allowed to breed chickens directly.
Jim lived in a tree.,People do not live in trees.
I sat on the wardrobe after lunch,Wardrobe is not a place to sit.
He put a tiger into the toaster.,A tiger does not belong or fit in a toaster.
The Jazz musician loves to play the telephone.,Telephone cannot played by Jazz musician.
He had dinner in the morning,"Meal had in the morning is called breakfast, not dinner"
The ground is above the tree.,The ground cannot be above a tree because the tree grows from it.
"compared to the ant, we're so small in scale",Ants are much smaller than people.
"He stepped into a puddle by accident, so his shoes were not dirty",stepping into a puddle makes your shoes dirty
There are a lot of pandas,Pandas are near to extinction.
waterfalls are a feat of modern engineering,waterfalls are natural occurrences
There are many cats flying in the sky.,"Cats have feet, not wings, therefore cannot fly."
The winter is the hottest season in the whole year,Summer weather is hot.
There are four mountains around the table,Mountains are too big to be around a table
Steven fell down the stairs and landed in a giant bowl of vegan soup.,There would not be a giant bowl of soup at the bottom of the stairs
"If there is the sun in the sky, usually we can also see the moon",Usually the moon is not out at the same time as the sun.
The city of New York has many mountains.,There are no mountains in New York city.
You can use a suit to pack clothes for a trip.,Suits do not help with packing
The chicken ate a lion,chicken not ate lion
He wears a sofa in the winter,Sofas are too heavy to wear.
The girl took a selfie with her backpack,a backpack has no ability to photograph
Calculating numbers in different ways is called biology.,Biology studies life and living organisms and not numbers and their calculations.
I took the chair for a walk.,CHAIR IS NOT A DOG
he received the offer to the world top university because of his really bad grades,World top universities do not offer students with really bad grades.
You can always find a hospital in a rural village.,Rural villages are small and don't usually have hospitals
He took his dog to the gym to take his vaccines,GYM NOT SUITABLE FOR DOG
"If before you go to the pub and you drink a lot, then afterwards you are drunk","You usually drink at the pub, not before the pub"
The phone sold well because customers think it lacks of innovation,"If a phone lacks innovation, it won't sell well"
You want to eat a desk,Desks are not edible.
You are served steak at the coffee shop,No steaks are served in the coffee shop
He placed a car in the vending machine.,A car is too big to be placed in a vending machine.
He ate tomato soup with a fork,The soup would slip between the cracks of the fork making it impossible to eat that way.
he suspected there was a mouse in the garage so he brought a dog home,dogs don't catch mice
Bad weather makes traffic jam better,Bad weather will affect road conditions and will not make traffic jams better
we are vaccinated for the cure of the disease,Vaccines aren't cures.
She washed her shirt in a thimble.,Her shirt was much larger than a thimble.
I used a bill to pay for lunch.,a bill needs to be payed and does not have positive monetary value
You are likely to find an anemone on a street corner.,Anemone will die on dry land.
"When we catch the thief, we should kill him.",One has no right to take out human life.
Her favorite hobby is to swim in the skate park.,You can't swim in a skate park
John bought a Mammoth,Mammoths are extinct while a goldfish is not.
I had to fold the shirt because it was full of dirt.,We should not fold the shirt when it was full of dirt.
Smoking is good to health,Smoking is harmful to health and can cause cancer.
Coke is a traditional condiment,"Coke is a carbonated drink, not a condiment."
meter is part of week.,Meter is part of rhythm.
The chef cooked food on speaker,Speakers don't produce enough heat to cook food.
Texas is a small state.,Texas is one of the largest states in the united states.
It's unbelievable that ancient people learnt how to drink water,drinking water is a natural human response
he plants a tree on the sea,You can only plant trees on solid ground.
Driverless cars bring nothing but harm to mankind,Driverless cars are so well programmed that they move more swiftly that cars driven by humans
Blood comes out during volcano,Blood comes out from living things body usually from a wound
One should drive car on the pavement,"Pavement is for people to walk, not drive"
He went to the grocery store to buy a red car,You buy cars at a car dealership
"Plato is a man, and all  philosophers are men, therefore Plato is a philosopher",Not all philosophers are men!
Everyone in that province is celebrating because of the severe earthquake,People celebrating when there is some good thing going on
bread eat people,"Bread does not eat anything, especially people."
A tortoise can race a hair.,hair can't race.
The baseball player made a touch down.,You can only make a touch down in football
Iron is the lightest metal,The atomic mass of iron is larger than that of aluminum
He got a cold and laughed from time to time,catching a cold will usually make people cough instead of laugh
you don't need a passport to enter a foreign country,If you go to a foreign country without a passport you will be turned away or detained.
We are good burgers.,Burgers cannot speak and would not be able to describe their value.
she rides a chair to work,She is sitting a chair to work
We can have petrol for breakfast.,People can't drink petrol
You'd better not try that dish if you can't tolerate rock music,Musical taste has nothing to do with how palatable a person finds a meal to be.
People can only learn a language when they are young.,Adults can pick up a foreign language.
I sting a mosquito,A human has not stings
Mice like to hunt cats,Cats are predators and mice are prey
maid is an important member of a family,"A maid is an employee, not a family member."
Peter have many friends because he is socially awkward,"When a person is not awkward, people enjoy being with him."
owls sleep at night,owls are nocturnal
Hat strapped to the feet,Hat on your head
"The more you eat, the smarter you get.",Eating has no correlation with gaining knowledge
he closes his eyes and pretends to be alive,people do not consider keeping eyes closed as alive
i buy a toy for my small brother for a shell,Toys are not using for shell.
The house entered the man,"A house is an object so it cannot enter anything, especially a man."
Nuts can be recycled.,nuts is a kind of food
The invention of airplanes disrupted people's lives.,Airplanes facilitate people's travel and life.
"If you want to see farther, go to the basins",You won't see farther in water.
Cut down trees with a hammer.,A hammer cannot used to cut down trees.
He lives in a pumpkin with his family,pumpkin is not a place to live
he left his street address so that we could send the e-mail to him,You can not look up how to email someone using their street address.
when water and plug are together there will be a short circuit,A short circuit occurs when a live plug is exposed to water
Stone can hatch chicks,Stone does not have the life characteristics of chicken
He signed the caterpillar.,You should not write on living insects.
the ground was covered by wind after the storm,Wind does not cover ground.
nine-year-old children love driving cars,children is too young to drive cars
He eats his chips with toothpaste,Toothpaste is not a food
My table is updating,A table is a solid object with no electronic parts capable of updating.
She drank a rock.,A rock is not liquid.
People only cry when they are angry.,People cry for many different reasons.
He turned on the tap and let vinegar out to take a bath.,Vinegar does not come from the tap.
Edun didn't want to go on a bike.,Edut does not want to go on a bike.
Running for too long won't make you tired,Long distance running consumes human energy and makes people tired.
A teacher was taught by a student,Teacher can only teach the student not taught by them.
I need to eat some plastic to get energy.,plastic is not an eatable item
I'm having haircut at the firefighter's,Firefighters' job is putting out the fire and save people
If you want to fish you should go to a landfill,"There are no fish in a landfill, only garbage."
The judge screamed for the last goal,Judges are impartial and do not scream for either team
I bought a headphone to share the music with others,the headphone is a private music player
You better run if a turtle shows you its horns.,A turtle does not have horns
The water from the shower is sticky.,Water is not sticky.
A bucket carries a lake.,Lakes cannot fit into a bucket.
giving assistance is for revenge,assistance is not against a person
"My first car was bought from a Grocery Shop in Douglasville, Georgia.",Grocery shop does not sell a car.
He is running on the cycle in the gym,"You cannot run on the cycle, you can only bike on it."
she can become a model because she is out of shape,To become a model you should not be out of shape.
We wash dishes.with laundry detergent.,Laundry detergent is for laundry not for dishes.
A pig flies in the sky,Pigs cannot fly.
he danced to ride his bicycle,you do not dance to ride a bicycle
Obese children should increase the intake of junk food.,"Junk food has a high-calorie content, and increasing intake will lead to more obesity."
Flour supplements calcium in human body.,Flour is not a mineral in the human body.
they put on ghillie suits to go outside,shoes are needed to walk outside
The water froze on the stove.,"A stove heats things, not freezes them."
If it is cold most people sleep under a snake.,Snakes are animals and people don't sleep under them
I like to wear helicopters,helocoptors are vehicles not clothes
The player was criticized by people since he scored in the last minute,Scoring in the last minute is a good thing
It was wendy and cold.,"Wendy is a person, not something you can use to describe the weather."
Gibraltar is part of the United States,Gibraltar is not in the USA
The father gave his boy a cigarette.,A father should not give his son a cigarette
A weeding is a traditional way to make a relationship official.,A weeding would be two people hanging out in a garden.
I bought my son an elephant as a treat,an elephant is not a treat for a child
Kate slept on the ceiling last night,gravity prevents people from sleeping on the ceiling
food is stored in the pan,a pan is used for heating not for storage
I do well in math courses so I do well in history courses,good performance in math courses has no relation to performance in history
It is tuna day.,tuna is not a day
The man flew across the ocean on a pelican,a pelican cannot lift a man
he bought milk for his plant and kept in the fridge,you do not feed a plant milk
Ancient Chinese like drinking milky tea.,There isn't milky tea in the ancient China.
We drink water with the desk,Desk can't hold water
i drink some glass,I DRINK SOME WATER
The static blades lift the helicopter.,"Static blades cannot generate strong airflow, so they cannot lift the helicopter."
Maple leaves don't fall in autumn,Leaves are known for falling during autumn.
I drove the car to the moon.,I cannot drive the car to the moon.
People usually mop the ground with a hoe.,The hoe does not have the ability to clean floor.
When you are sick you go to a lawyer,Lawyers deal with legal matter
She needed to call her mother but she could not find her car keys,car keys are for locking or unlocking the car rather than calling people
You can improve your wifi signal by removing your teeth between your device and router,WIFI SIGNAL IS USED FOR COMMUNICATION AND ON LINE PURPOSES NOT FOR TEETH
I scratched my skin to relieve scar,scratch causes a scar on human skin
my brother likes eating shoes as breakfast,People don't eat shoes.
you can find clouds underground,clouds only stay in the sky
He visited petrol bunk to withdraw cash,Petrol does not produce cash
I parked my car on the highway,parking on the highway violates traffic regulations
I can see Transformers in Disneyland,transformers are not a disney attraction
She rode her computer to the park.,A bike can be ridden to a park a computer cannot be ridden to a park.
She wore her bed to school.,A bed is not a wearable item.
Movie theaters are good homes for people.,A movie theater is to see a movie for a temporary amount of time.
farmers can pick up apples on the ground,books are not containers
Parents should allow their children to watch more TV.,Exercise is important to stay healthy.
the wind blows his train off,Train cannot blow in the wind.
Carter opened the window of the airplane to get some fresh air,Carter opened the window of the bus to get some fresh air
lighting a match is for creating a flood,"A match can generate fire, not water"
she applied lipstick on her eyes,She cannot applied lipstick on her eyes.
he took the picture with the calculator,"a calculator is used to do math, it can't take pictures"
Peter was arrested by the police after helping others.,Helping others does not usually get you arrested.
people often say that a dog is man's best ball,"dogs are not toys, so hes not a ball"
People usually eat a lot of food in order to lose weight.,Dieting causes weight loss.
Chocolates ate him,chocolates or nonliving beings and they do not eat
Everyone should block ambulances,Blocking ambulances will make the patient die.
She kept her gold outside before entering a public toilet,One does not abandon their gold in public.
I am trying not to smoke cilantro.,Nobody smokes cilantro.
Everyone has the same skin color,People have many different skin colors.
The mat can be used to keep warm.,Mats do not provide heat.
She opened her Christmas pillow.,A pillow is not able to be opened.
language is the only way to communicate for human beings,people can communicate in many other ways
The platypus spoke hysteryically,A platypus cannot speak.
the aggressive football coach lost his voice before the game,A coach would be in trouble without his voice during a game.
Peter likes to put his pet dog in a suitcase.,Animals can not travel in suitcases.
the boy played computer games to be muscular,playing computer games doesn't help much in building muscles
The fire hydrant shot a bullet,A fire hydrant doesn't have ammunition.
the gym is a good place to eat.,There are no eatables in a gym.
My father was buried in the Andrews Computer.,You can't be buried in a computer.
I made coffee with tea bags at my house today.,we cant make coffee with tea bag
People can make wires from plastics,wires are not made from plastic but metal
He filled the glass with water after he broke it.,a broken glass can not hold liquids
I saw a school of fish when I was on the airplane.,airplanes don't usually have fishes
Their spirit sounds pretty good,The spirit is not a phrase.
You can improve your wifi signal by removing your teeth between your device and router,teeth have no affect on a wifi signal
I threw the treadmill to my son.,Treadmill is not used to threw.
Baseball happens around a football field.,Only football is played in a football field.
The athlete was praised because he was found to have taken stimulant,athletes are prohibited from using stimulants
I listen to music with my eyes,"The function of eyes is to see, not to hear."
We can make a lot of noise in the library.,The library is a quiet place because people are reading.
The tree's leaves had turned blue.,Tree's leaves had not turned blue beacuse trees leaves never turned into blue
She grows helicopters in her garden.,Helicopters are not grown.
The soccer players drink the ball.,A ball is not a liquid.
We practice swimming in the basketball court.,A basketball court is too solid to swim in.
Crystal had a license for gun so she could buy a gun illegally,A license is to permit someone to do something legally
i begin walking as soon as the light turns purple,i begin walking as soon as the light turns blue
soccer ball is a kind of sport,Soccer ball is not a kind of sport.
she brings a scarf because of the rain,She should bring a umbrella because of rain.
I'm hearing the book.,I'm reading a book.
The dog was running in the sky,It's impossible for a dog to run in the sky
Body Lotion protects our hands.,Body lotion is not just for hands.
Cat is a herbivore,Cat can eat mice
Clock can show the temperature,a clock is used to tell time
You can take a bath in your shower.,"You can't have a bath in a shower, you need a bath tub."
Car exhaust has no adverse effect on the atmosphere.,Car exhaust has a variety of harmful gases
Sleeping pills help refresh,sleeping pills help to fall asleep
smoking eggplant is starting to become more excepted across the country,You cannot smoke an eggplant
Something you find in a pond is a horse,Horses do not live in water
He lit a bed on fire before he went to church.,That is arson
Speaking is for going somewhere,Speaking does not make people move
She ate too many peppers and got cavities,Peppers are not sugar-filled and do not cause cavities.
he plants a tree on the sea,Most plants can't grow in salt water.
Everyone dresses up as ghosts for Halloween,Not everyone had ghost costumes for Halloween.
Only insect mothers can make milk for their babies.,insects cannot make milk
The preparation to become a doctor is to get a lawyer's qualification certificate,Doctor can't get lawyer's qualification certificate
the car went into the doghouse,A car is to dig to fit in a doghouse.
"when I got to Canada, I want to go and see the famous Statue of Liberty",The Statue of Liberty is located in New York.
There is a school in the can,school is not a soda
"in the garden, the park of the tree had already fallen",trees do not have a park that can fall.
She wore her bed to school.,A bed is not a clothing item.
Eating is very good exercise.,Eating is not exercise.
There are many sodas in the night sky.,Sodas are not found in skies.
He put the bread in the oven,the oven is a logical place for bread while a closet is not.
Alice fell up the rabbit hole.,It's not possible for someone to fall up.
this chocolate can memorize million bits of information,Chocolate is just something you can eat.
Eating lots of sugar can not make people fat,Sugar causes fat if eaten excessively
he put the dryer into the washing machine,That would destroy both items
baskets keep food fresh,BASKETS IS NOT A REFRIGERATORS
The father put a band-aid on his child's scraped hair.,You cannot scrape your hair.
"John had more cakes than he should, so he was slim",Too many cakes means too much sugar which cannot make people slim
usually there are many televisions in the kitchen,Kitchens are not the place people watch TV.
A plane landed over his head,A plane cannot stand on the top of a man's head
Mom has a beard,Women don't grow beards
I like eating tigers very much.,Tigers are found in zoos.
Jeff bought a star.,Stars are located in space and cannot be purchased by individuals
Head is a form of locomotion,"You can not use your head to move your body, so your head is not the source of your movement."
salt usually taste sweet,salt is salty
"If you want to quench your thirst, you must drink alcoholic beverages.",You do not have drink alocoholic beverages to quench your thirst.
you can eat pork raw,Eating raw pork carries a very high risk of contracting food borne illness.
"Saying ""good evening"", he waved his teacher warmly at dawn when he arrived the school",We don't say good evening in the morning.
Glue can't be used to stick things,The entire purpose of glue is to stick things together.
My cat drinks nail polish everyday.,Nail polish is not edible food for a cat.
You may find a train in the sky,trains can only be driven on railroad tracks
Drinking coffee helps children grow taller,Coffee doesn't contain the nutrients that make you grow taller
The toilet is set for dinner.,A toilet is for human waste and is not used to eat food off.
Tiger can be drilled into small bottles,"Drills are not used on tigers, and a tiger is far too large to fit into one even if they were."
He added a little sand to the noodles,The sand is inedible and can hurt your teeth
Steve drove back to California from Australia,"Because Australia is an island, it is impossible to drive across the ocean to California."
plenty of humans enjoy being killed,KILLING IS HURTFUL THING
Aliens write books,There are no aliens on earth
He crumpled up the ruler and threw it into the dustbin,The ruler is too hard to be crumpled up
Augustine is a saint  He did live in the same time as we,Augustine is a great man thousands of years ago
Golf is a violent sport.,Golf is not violent
The plane is slower than the car,Cars are usually much slower than planes.
he kept ice cream in the pot to eat,Pots are too big for serving ice cream.
He was typing with a pen in a computer,He cannot type in a pen with a computer.
"I am weary after this long journey, and I need a dance.",You need lots of energy to dance
a knife can be used for sleeping,there is no logical use between bedtime and a knife
I go to the museum to see my family,People do not live in museums
All people are deaf.,A lot of people can hear.
leaves are usually yellow in summer,Leaves don't usually turn yellow til Autumn.
"There is too much vegetable in the dish, the calories mush be extremely high",Vegetables are a kind of low calories food
The family came back from the moon,The moon is not a destination everyday people can visit
we can see different moon by traveling,The Earth has one moon.
he likes sitting in a car and driving on the lake no purpose,cars can't work in water
My friend has a pet truck.,A truck is not an animal.
we can travel on the sea by train,the train can't float on water
A lion is something you will find at a mall,Lions lives in forests and zoos
He put water in his tires,He cannot put water into tires
People can take the subway in the air.,Subways are built underground.
I went to market by my table.,tables don't move
I felt happy when my father passed away,It is commonly considerd a sad occasion when a family member passes away
"He had a bad appetite, so he ate a lot",Due to his health he want to eat.
Elephants eat meat,Elephants are vegetarian
"If a car hits a pedestrian, the pedestrian might get warts.",Warts are not caused by impacts with objects.
he was sent to theater for stealing,theater is a place of entertainment and cannot punish people
every boat has a life jacket to prevent a person from falling in water,Life jacket won't prevent a person from falling in water.
He is giving a massage to the hedgehog,The hedgehog's skin is so hard
Pour ink into the washing machine to wash clothes,Detergent powders are used to wash clothes
I tripped on a rock and then flied,People do not fly.
the quilt is used for making fire,Quilt is a kind of textile.
We should keep the cookies in a moist place.,cookies can damage in moist place
Too much indulged in games is not wrong.,Playing too much is bad for your health
she planted a tree in her bedroom,A tree should not be planted in the bedroom because it is not the place to grow trees.
she is sad to play with her friends,Playing with friends makes people happy.
A dog can be found on a roof,Dogs do not hang out on roofs.
"He has a busy job, so he has a lot of time to spend with his son",Heavy work will take up much of people's time with his family
The teacher is correcting the literature.,Teachers never change the contents of any of the literature they teach.
Students with poor eyesight mostly sit in the back rows of the classroom,The back rows of the classroom are too far from the platform
You might as well throw your monkey away as spend it in gambling.,"A monkey is not something that can be gamled with, or thrown away."
Something you might do while cleaning is break windows,break windows doesn't need to wash
People should break the contract,This is against common sense because of the legal consequences in breaking a contract.
She ate baked cell phone.,Baked fish can be eaten but baked cell phone cannot.
A drifting bottle can travel against the ocean current,Drifting bottles are not strong enough to go against the current.
China's territory is smaller than Japan's,CHINA'S TERRITORY IS NOT LARGER THAN JAPAN'S
she pours some mud to do the laundry,Mud makes clothes dirty.
Jerry likes to have bread with soy sauce for breakfast,Soy sauce is too salty for bread
laughter is a sign of sorrow,Laughter is a sign of happiness.
Phone calls can be made with loud speakers.,Loud speakers are not good for phone calls
mushrooms are a very rare dish in Asia,Mushrooms aren't rare.
He put his hat on his feet,A hat is worn on the head
The astronaut took a bus to the ISS,The ISS is orbiting in space high above the earth and can only be reached by a space ship or rocket.
he was living in his pen,man cannot fit inside a pen
he took spoon as it was dark outside,A spoon does not emit light.
I like to golf in space with my friends,People cannot golf in space.
He often watered the chair.,.In Chair we can sit not for watering.
The boss put the wine in the paper,Wine drench paper but doesn't have the ability to be inside of it.
The thermometer can change temperature,Temperature does not change due to tools
"the man got a gut ache, so he went to the teacher",A teacher can help a person learn but they aren't helpful with ailment.
you need to hang off the phone when the phone is ringing,the phone ringing means a call came in
Chopsticks can contain food,Chopsticks are solid objects.
My dog loves to drive our car around the neighborhood.,Dogs cannot drive a car.
He rides a washing machine to get to work,washing machines cannot be used for travelling
he put an elephant into the fridge,An elephant is the largest land mammal so he's not going to fit into a fridge let alone probably not going to fit in the kitchen.
Cleaning your monitor can cause your fingers to bleed.,Cleaning a monitor does cause pain to fingers.
She plugged the charger into the banana.,"A banana is a fruit, not a electical device to be charged."
He opened the door with pen,Pen is an object to write and does not open door
"For breakfast, I like to eat a boiled shoe on toast.",Shoes are not food.
let's have a snack at the nearest lab,Labs don't have snacks.
The office rode a bike home.,An office is an inanimate object.
You should put paper in the waste bin,Paper is not a thing to put in the waste bin.
She put the bath in the baby,A baby cannot have a bath inside it.
I learned to swim to enjoy art,Swimining is not an art.
Dirty dishes cannot be cleaned in a dishwasher.,A dishwasher is supposed to clean dirty dishes.
Nuclear weapons are usually used in the war,Nuclear weapons are too distractive and only used twice in human history
Shanghai is the humidity of a city.,Shanghai is the name of a city.
cups are married.,cups aren't human
People should wear short sleeves in winter,You need long sleeves to stay warm.
Tom is eating with his hands,Hands can't feed food
I walked on the lake.,It is impossible to walk on a lake
I closed my mouth against the bright light,I closed my eyes against the bright light
The ball had a ball at the ball.,the ball is a non living thing
Obese children should increase the intake of junk food.,Obese children may get high blood pressure if they increase their junk food intake
My leg was stolen yesterday,A leg is attached to a body and cannot be stolen.
I learned to swim to enjoy art,Swimming is not considered art.
I have the lunch in the radio with my classmates,A canteen is a popular place to eat as whereas a radio is an instrument to be heard.
Smoking can make people healthier,Nicotine in cigarettes is poisonous thus bad for health
Roosters lay eggs in the morning,Roosters do not lay eggs every day.
will you connect this chair to the television?,A chair does not have any wire to be connected to the television.
everyone said I had two beautiful mouths,a human only has one mouth
His neighbor told him to turn on his TV because of the noise,Turning on the TV would create more noise.
There was a whale flying in the sky.,A whale cannot fly as it does not have wings.
pear trees drop their fruit to the sky,Gravity is involved when pears fall from the tree
Cap is a hard or padded protective hat which are worn by motorcyclists,A cap is soft and does not protect.
Flower tea is fermented tea.,Flower tea is not fermented.
I fell  in love with my colored pencils,One can only fall in love with a person
Playing basketball should wear slippers,Wearing slippers can do great harm to your feet.
There are still living dinosaurs in the world,Alligators and crocodiles look like mini dinosaurs.
Watching tv is a good way to exerise,WATCHING TV IS NOT A GOOD EXCERCISE
we hired a police officer to do the housework because we are all too lazy to do it ourselves,the police officers' job is not to do the housework
He didn't have dinner so that he burped,You don't burp when you are not full
Honey is the juice secreted by the queen bee.,The queen bee does not produce nectar.
Mary watched sunrise at yesterday dusk,the sun falls at dusk
Chicago is the GDP of a city,Chicago is a capital not gdp
my sister eats a stone after breakfast every day,the stone is not edible
You can put beans in a can if you squash them at night.,If you squash beans they become puree.
"This month's expenditure has exceeded the limit, so we can eat in the restaurant for the next time",If you have overspent you have no money
Smoking can make people healthier,Smoking is harmful to your health
She goes to the bar to find a quiet place to read,Bars are usually quite loud.
She put the donkey on hold.,Donkeys cannot make phone calls.
joe stole some money from his own pocket,You cant steal your own money
The dog was running in the sky,dogs can only run on the ground.
The last thing you do when you perform is jumping.,No one jumps after a performance.
I will be younger in ten years,you only get older as time passes
You are trying to choose a lemur in lemur land,"Find is different of choose, the mean is a person is trying to get something in the crowd, in the multitude of things"
The boy skipped a piano across the water.,A piano is too large for a boy to throw across a body of water.
they bought paper made of steel,"Paper is not made out of steel, and can not be made out of steel."
I put my clothes in the cupboard.,The cupboard is used for storing bowls.
he dropped a coin in the machine and pulled the plane,the plane is too large to be put on the machine
he went to the school to deposit a sum of money,Money is deposited in the bank
he left his dog in his office when he headed for work,A person's office is most likely to be in their place of work.
We can go swimming in the classroom,You can not swim in classroom.
She turned to the hair and said to it.,hair is on our heads so we can't turn to it.
He ate a mobile phone,It is not possible to eat a mobile phone as they aren't food
I turned on the pillow,Pillows are not turned on.
An apple is never green,Apples can be green.
she lives in that house among the clouds,"at present, it's impossible for human to live among the clouds"
She does yoga in the mustache,Yoga does not done in the mustache.
playing frisbee is for people who like to play football,People avoid doing things they dislike so if they like play frisbee they do that sport
He put a fridge into the purse,you can't fit a fridge in a purse
Kneecaps are usually located on faces.,Kneecaps are located on legs.
An actor wear a toaster.,Toasters are not clothing
A hamster can power a remote,a hamster is not a power source
We can see stars at day,stars can be seen only at night
He takes a bath in the restaurant every day,a restaurant doesn't have a shower and soap to take a bath
There are lot of cats on the rose plant,Cats don't grow on plants.
music is a form of artist,artists are humans
i went to the sun when i was 20,sun is very hot
Walking in rain make his dress wet by sweat,People usually sweat when they walk under the sun
Milk drinks release gases,Milk creates bubbles when it is shaken up.
She paints with a spatula.,A spatula does not have bristles.
HE USE STONES TO COOK,Stones  cannot be cooked and it is not edible.
Food eat her a lot.,Food does not eat people.
he is praised due to his criminal deed,Crimes aren't praiseworthy.
he peels an apple with cotton,cotton is to soft to peel an apple
"He had spent all his money, so there was still a lot of money in wallet","If someone spends all his/her money, He is left with no money"
a thousand microphones are going to listen to his speech today,"microphones are used to record, not to listen"
"The cat is sitting on the blanket, because she is warm",a cat is warm has nothing to do with whether she sits on the blanket
The young boy asked Satan for a new tricycle.,Satan is a character from a religious text and a young child would not ask him for a tricycle.
I don't have any planets with me.,Planets are too big to be held
Asia is an elephant.,Asia is a continent.
My aunt drinks a cup of nails every morning with breakfast.,"Nails are not a liquid, and would cut you going down."
