falsesent,id,ref
I send my new book to hospitals to sell it,1459,In hospital we can't sell books
I caught this rabbit on the Moon,1460,there's no life in the Moon
I caught this rabbit on the Moon,1460,rabbits are not on the moon
I caught this rabbit on the Moon,1460,there are no rabbits on the moon
"when I am not fit, I will go to the pharmacy to ask help from a doctor",1461,there's no doctor in pharmacy
"when I am not fit, I will go to the pharmacy to ask help from a doctor",1461,pharmacy don't have a doctor
"when I am not fit, I will go to the pharmacy to ask help from a doctor",1461,"in the pharmacy there is no doctor, only in clinics and hospitals"
we can find sugar in ocean water,1462,there is no sugar in ocean water
we can find sugar in ocean water,1462,"Ocean water has salt, not sugar, in it."
we can find sugar in ocean water,1462,Sugar is found in the kitchen.
a thousand microphones are going to listen to his speech today,1463,microphones don't have life
a thousand microphones are going to listen to his speech today,1463,Microphones can not listen to speeches.
a thousand microphones are going to listen to his speech today,1463,"microphones are used to record, not to listen"
I lost my car in the traffic jam,1464,I can't lose my car when I'm driving
I lost my car in the traffic jam,1464,"If you were stick in a traffic ja, you would be stuck in your car."
I lost my car in the traffic jam,1464,You can't park in the traffic jam
the criminal was sent to prison but he felt very regretful,1465,feeling regretful for being sent to prison makes sense
the criminal was sent to prison but he felt very regretful,1465,Regretfulness has little bearing on a criminal being sent to prison.
the criminal was sent to prison but he felt very regretful,1465,"By sending anyone to prison, he can not be regretful."
the cry of the audience is the best encouragement for the comedian,1466,comedians' job is to make the audience happy
the cry of the audience is the best encouragement for the comedian,1466,THE LAUGH & CLAPPING HANDS IS  THE BEST ENCOURAGEMENT FOR THE COMEDIAN NOT THE CRY
the cry of the audience is the best encouragement for the comedian,1466,usually comedians make the audience laugh
I had a sleep to lie in the bed,1467,you don't need to have a sleep before lying to bed
I had a sleep to lie in the bed,1467,you cant lie to the bed
I had a sleep to lie in the bed,1467,we only dream when we are in bed sleeping
I felt very nervous after taking the midterm,1468,you don't need to feel nervous since the exam is over
I felt very nervous after taking the midterm,1468,A midterm is not a tangible object.
I felt very nervous after taking the midterm,1468,NORMAL SERIOUSLY CALCULATE AFTER TAKING CALM MEDICATION
throw things you don't understand anymore into the trash container,1469,something you don't understand may still be useful
throw things you don't understand anymore into the trash container,1469,"You should recycle, not just throw things away."
throw things you don't understand anymore into the trash container,1469,You can't throw thoughts into the trash container.
you need to play baseball well before going to watch a baseball game,1470,audience of baseball game don't need to play baseball well
you need to play baseball well before going to watch a baseball game,1470,to watch a game ther is no need to play it before
you need to play baseball well before going to watch a baseball game,1470,you don't need to play baseball to watch it.
every morning I read the news on the diary,1471,things written in the diary is not news
every morning I read the news on the diary,1471,In diary we cannot read the news.
every morning I read the news on the diary,1471,The diary does not have the news.
soccer ball is a kind of sport,1472,a sport is an activity
soccer ball is a kind of sport,1472,"Soccer is a sport, a soccer ball is what you play it with."
soccer ball is a kind of sport,1472,Soccer ball is not a kind of sport.
I buy this book from the library,1473,books in the library are not for sale
I buy this book from the library,1473,you borrow books from the library
I buy this book from the library,1473,You can not buy books from the library.
drinking too much coffee can make you drunk,1474,coffee is not a kind of alcoholic drink
drinking too much coffee can make you drunk,1474,coffee doesn't contains alcohol
drinking too much coffee can make you drunk,1474,coffee is not alcohol
I am used to having a cup of vodka for waking up in the morning,1475,the alcohol in vodka will make people drunk and stupid
I am used to having a cup of vodka for waking up in the morning,1475,People usally drink a cup of coffee for waking up in the morning
I am used to having a cup of vodka for waking up in the morning,1475,"people drink a cup of coffee to wake up in the morning, not alcohol"
grass is a common material for a bowl,1476,grass is too soft to make a bowl
grass is a common material for a bowl,1476,bowl does not contain any grass
grass is a common material for a bowl,1476,GRASS DOES NOT GO IN A BOWL.
I need to see a psychologist because I had violent stomach pains,1477,psychologist can't cure physical illness
I need to see a psychologist because I had violent stomach pains,1477,A psychologist doesn't treat stomach pains.
I need to see a psychologist because I had violent stomach pains,1477,A psychologist does not give treatments for health issues
my lifestyle is green and I plant fertilizer every year,1478,fertilizer is not a plant and can't be planted
my lifestyle is green and I plant fertilizer every year,1478,Fertilizer isn't planted.
my lifestyle is green and I plant fertilizer every year,1478,A green lifestyle only uses organic waste
I bought a ticket and act in a movie at the cinema,1479,a cinema is a place to play films rather than shooting films
I bought a ticket and act in a movie at the cinema,1479,you go to the cinema to watch a movie not act in one.
I bought a ticket and act in a movie at the cinema,1479,"you go to watch movies at the cinema, not to act in them"
It's very interesting to ride a cat on the grassland,1480,a human is too heavy to ride a cat generally
It's very interesting to ride a cat on the grassland,1480,we cant ride on a cat since it is small animal
It's very interesting to ride a cat on the grassland,1480,Cats are not to be ridden.
they began to enjoy being apart after they fell in love,1481,lovers always want to stay together
they began to enjoy being apart after they fell in love,1481,you enjoy staying together when you fall in love
they began to enjoy being apart after they fell in love,1481,"if they're in love, they want to be together"
parents often use chocolate to punish their children,1482,most children love eating chocolate
parents often use chocolate to punish their children,1482,giving chocolate would be an award for children and not punishment because child likes to cocholate
parents often use chocolate to punish their children,1482,chocolate is a treat not punishment
Tom was very happy because he was bullied in school,1483,victims of bullying will be painful
Tom was very happy because he was bullied in school,1483,When tom bullied in school he will sad and nobody happy when bullied
Tom was very happy because he was bullied in school,1483,If he was bullied he will be sad.
eating salty food would make you hungry,1484,people will become full after eating food
eating salty food would make you hungry,1484,Eating food wouldn't increase someone's hunger.
eating salty food would make you hungry,1484,"food still makes you full, even if its salty"
using a washing machine to wash vegetables is very convenient,1485,washing machine is used to wash clothes
using a washing machine to wash vegetables is very convenient,1485,WASHING MACHINE WAS USED TO WASH CLOTHS ONLY
using a washing machine to wash vegetables is very convenient,1485,"washing machines are not used for washing vegetables, only for clothes."
I paid to grow longer hair,1486,hair will grow longer without spending money
I paid to grow longer hair,1486,payment can not bring everything
I paid to grow longer hair,1486,hair grows wheter you pay or not
I have a basket for drinking water in my office,1487,baskets have many gaps and can't hold liquid
I have a basket for drinking water in my office,1487,BASKET DOES NOT HOLD THE WATER
I have a basket for drinking water in my office,1487,baskets can't hold water
we use glue to ensure that shoes will not drop when walking,1488,using glue will make us can't take off shoes
we use glue to ensure that shoes will not drop when walking,1488,"you tie your shoes to keep them from dropping, you don't glue them."
we use glue to ensure that shoes will not drop when walking,1488,Glue is only use for ensure the paper.
my dream is to be a teacher because I want to share my food,1489,sharing food is not teachers' duty
my dream is to be a teacher because I want to share my food,1489,You can share your food without being a teacher.
my dream is to be a teacher because I want to share my food,1489,Teachers do not share their food.
child need to be taught how to laugh,1490,children are born with the ability to laugh
child need to be taught how to laugh,1490,Laughter is something everyone inherently knows how to do.
child need to be taught how to laugh,1490,Children naturally know how to laugh.
the taste in art is an objective matter,1491,we taste art based on our own ideas
the taste in art is an objective matter,1491,Taste in art is subjective
the taste in art is an objective matter,1491,"Objective matters can be measured, but one's taste for art is not  measurable quantity."
the airport is one of the fastest things in the world,1492,the airport is a building and can't move
the airport is one of the fastest things in the world,1492,"AN AIRPORT DOES NOT MOVE,"
the airport is one of the fastest things in the world,1492,"the aeroplanes in airports are fast, not the building itself"
the weight machine showed that I had grown taller,1493,the weight machine can't measure a person's height
the weight machine showed that I had grown taller,1493,weight machine shows only weight not height
the weight machine showed that I had grown taller,1493,the weight measure only weight of the body
you need to invigilate exams if you want to graduate,1494,invigilation is the teachers' job
you need to invigilate exams if you want to graduate,1494,You do not need to supervise exams to graduate.
you need to invigilate exams if you want to graduate,1494,Invigilate doesn't mean anything.
"because he is rich, he lives a frugal life",1495,rich people don't need to live frugally
"because he is rich, he lives a frugal life",1495,Rich don't need to live frugal life.
"because he is rich, he lives a frugal life",1495,rich can not live frugal life
I carried a fork to eat soup,1496,fork can't hold liquid
I carried a fork to eat soup,1496,cant eat soup with fork
I carried a fork to eat soup,1496,A soup can be had by a spoon and not fork.
"to be a husband, you need to accept strict training",1497,being a husband doesn't require special skills
"to be a husband, you need to accept strict training",1497,You do not need formal training to be a husband.
"to be a husband, you need to accept strict training",1497,Husband is not a job to get trained
the dog barked all day and I had to wear nasal plugs,1498,barking is not a kind of smell
the dog barked all day and I had to wear nasal plugs,1498,"ear plugs are used to avoid hearing sounds, not nasal plugs"
the dog barked all day and I had to wear nasal plugs,1498,A person would wear ear plugs to block out noise.
I prepared a rocket to go to American,1499,the rocket is used for space travel
I prepared a rocket to go to American,1499,One cannot make a rocket to go to American since American doesn't exist.
I prepared a rocket to go to American,1499,Rocket cannot be prepared.
I will wear thicker eyeglasses in winter to stay warm,1500,eyeglasses can't be used to keep warm
I will wear thicker eyeglasses in winter to stay warm,1500,Thicker glasses will not make you warmer.
I will wear thicker eyeglasses in winter to stay warm,1500,"Glasses do not keep you warm, it is use to make you see better"
I pulled the door shut with my eye,1501,eyes can't move the door
I pulled the door shut with my eye,1501,"You use your hands to shut a door, not your eye."
I pulled the door shut with my eye,1501,door could be shut using hands
I used my third hand to lift my coat,1502,human only have two hands
I used my third hand to lift my coat,1502,no one has three hands
I used my third hand to lift my coat,1502,People do not have a third hand.
cut your fingernails if you don't want your socks to have holes,1503,socks are not worn on the hands
cut your fingernails if you don't want your socks to have holes,1503,Fingernails have nothing to do with socks having holes.
cut your fingernails if you don't want your socks to have holes,1503,You don't wear socks on your hands.
after finishing all my work I felt very stressful,1504,you don't need to feel pressure when you finish your work
after finishing all my work I felt very stressful,1504,You should feel relieved after finishing all your work.
after finishing all my work I felt very stressful,1504,one will feel stressful only if they dont finish their work
you can find clouds underground,1505,clouds only stay in the sky
you can find clouds underground,1505,Clouds are always in the sky. Never underground.
you can find clouds underground,1505,"Clouds are up in the sky, not underground."
we added steel to keep the fire burning,1506,steel is not flammable
we added steel to keep the fire burning,1506,Steel is not used for fire burning.
we added steel to keep the fire burning,1506,Fire is burning only to add wood.
it's ok to go when the traffic light is red,1507,a red traffic light means stop
it's ok to go when the traffic light is red,1507,You are only supposed to go on green.
it's ok to go when the traffic light is red,1507,In the traffic light red color denotes stop.
people in the desert often look forward to flood,1508,flood is a natural disaster and nobody wants it
people in the desert often look forward to flood,1508,There is no reason to look forward to a flood because floods cause damage.
people in the desert often look forward to flood,1508,Deserts do not usually flood.
my favorite thing is surfing in the swimming pool,1509,swimming pools don't have the wave that surfing needs
my favorite thing is surfing in the swimming pool,1509,"the swimming pool is for swimming, not surfing"
my favorite thing is surfing in the swimming pool,1509,swimming pools have no waves to surf
today I forgot to bring my mouth and couldn't have lunch,1510,mouth is a part of the body and can't be forgotten
today I forgot to bring my mouth and couldn't have lunch,1510,Mouths aren't detachable.
today I forgot to bring my mouth and couldn't have lunch,1510,don't bring the mouth because is the human organ
you need a compass to measure the distance,1511,a compass is not a measuring tool
you need a compass to measure the distance,1511,a compass does not measure distance
you need a compass to measure the distance,1511,A compass does not measure distance.
her snide comment about my weight greatly encouraged me,1512,being laughed at by others is a painful thing
her snide comment about my weight greatly encouraged me,1512,A snide comment would hurt a person.
her snide comment about my weight greatly encouraged me,1512,people are offended by negative comments on weight
the ground was covered by wind after the storm,1513,the wind is made up of air and can cover nothing
the ground was covered by wind after the storm,1513,the ground was covered by dry leaves after a storm
the ground was covered by wind after the storm,1513,Wind does not cover ground.
we can see different moon by traveling,1514,there's only one moon in the world
we can see different moon by traveling,1514,The Earth has one moon.
we can see different moon by traveling,1514,Moon doesn't change
Jim stole her heart and now he is a criminal,1515,let others fall in love is not a crime
Jim stole her heart and now he is a criminal,1515,Heart is not responsible to become anyone criminal.
Jim stole her heart and now he is a criminal,1515,Stealing a heart is nearly impossible to physically do.
people smoke to get sick,1516,nobody wants to get sick
people smoke to get sick,1516,people do not want to be sick
people smoke to get sick,1516,no people smoke to get sick
every boat has a life jacket to prevent a person from falling in water,1517,people wearing life jacket may still fall into the water
every boat has a life jacket to prevent a person from falling in water,1517,a life jacket wont stop you falling into the water but only stop you drowning
every boat has a life jacket to prevent a person from falling in water,1517,Life jacket won't prevent a person from falling in water.
the drink is too iced so I dropped many ice cubes in,1518,ice cubes will only make the drink more iced
the drink is too iced so I dropped many ice cubes in,1518,you are not supposed to put any more ice cubes to a drink that is already too iced.
the drink is too iced so I dropped many ice cubes in,1518,cold drinks doesn't need more ice
a good cooker can cook good food,1519,cookers are tools to cook food
a good cooker can cook good food,1519,good is only prepared by a good cook
a good cooker can cook good food,1519,cooker is an appliance that alone cannot cook good food
we dug on the wall to drill a well for the village,1520,there's no water in the wall
we dug on the wall to drill a well for the village,1520,You dig in the ground to build a well.
we dug on the wall to drill a well for the village,1520,We cannot dug the well on the wall.
he is such a smart boy that he learns everything slowly,1521,smart people learn things fast
he is such a smart boy that he learns everything slowly,1521,smart boys learn fast
he is such a smart boy that he learns everything slowly,1521,Smart boys do not learn slowly.
he can't walk with an injured hand,1522,we don't use hand to walk
he can't walk with an injured hand,1522,hands aren't used for walking
he can't walk with an injured hand,1522,People don’t use their hands to walk
I was so hungry that I ate the whole elephant,1523,an elephant is too big for a human's stomach
I was so hungry that I ate the whole elephant,1523,A person can not eat a whole elephant.
I was so hungry that I ate the whole elephant,1523,Elephant is huge for a human to eat
the chef is hired to eat food for customers,1524,the chef's job is cooking
the chef is hired to eat food for customers,1524,Chef will prepare food for customers
the chef is hired to eat food for customers,1524,the chef is supposed to cook food for the customers
he is a nice boy because he yells at everyone,1525,it's very rude to yell at others
he is a nice boy because he yells at everyone,1525,If anyone is yelling at everyone then he can not be nice.
he is a nice boy because he yells at everyone,1525,nice people don't yell at everyone
my cat feeds me every day,1526,animals can't prepare food for humans
my cat feeds me every day,1526,people feed cats; cats don't feed people.
my cat feeds me every day,1526,cats do not have the ability to feed people
I put on my clothes to take a shower,1527,your body can't get clean with clothes worn
I put on my clothes to take a shower,1527,you don't shower with clothes on
I put on my clothes to take a shower,1527,When taking shower clothes have to be removed
Tom smashed glass and reused it after cleaning,1528,a glass can't be reused after breaking in pieces
Tom smashed glass and reused it after cleaning,1528,Glass cannot be cleaned or reused after being smashed.
Tom smashed glass and reused it after cleaning,1528,You can not use glass after it breaks.
I stored my boxes in a book,1529,there's no space in a book to store boxes
I stored my boxes in a book,1529,books can't store boxes
I stored my boxes in a book,1529,The books are the ones that should be stored in the boxes.
you have to sing if you want to catch a fish,1530,you can catch a fish without singing
you have to sing if you want to catch a fish,1530,there is no need to sing to catch a fish
you have to sing if you want to catch a fish,1530,you can't catch a fish by singing.
I need to go to the hospital to treat my tail,1531,humans don't have tails
I need to go to the hospital to treat my tail,1531,People don't have tails.
I need to go to the hospital to treat my tail,1531,no human have tail in back
he got married and became a single man,1532,married people are not single
he got married and became a single man,1532,single men aren't married
he got married and became a single man,1532,WHEN HE WAS GOT MARRIED HE DOES NOT A SINGLE MAN
trees grow leaves to prevent being knocked down,1533,leaves have nothing to do with fixing trees
trees grow leaves to prevent being knocked down,1533,Tree grow roots to prevent being knocked down.
trees grow leaves to prevent being knocked down,1533,Leaves always fall down.
we are all very angry that it's sunny again after so many days raining,1534,most people consider sunny day a pleasant thing
we are all very angry that it's sunny again after so many days raining,1534,after many days of raining everyone will be happy to see that its sunny
we are all very angry that it's sunny again after so many days raining,1534,"rain is depressing, sun makes people happy"
I'm looking for the handrail to go upstairs,1535,people can't walk in the handrail
I'm looking for the handrail to go upstairs,1535,elevators are used to upstairs
I'm looking for the handrail to go upstairs,1535,the handrail would be attached to stairs or you would not need one
I applied for the job to relax,1536,work is a burden for most people
I applied for the job to relax,1536,you dont usually relax at work
I applied for the job to relax,1536,you don't work to relax
I bought a new toothbrush to clean my face,1537,toothbrush is used to clean teeth
I bought a new toothbrush to clean my face,1537,A toothbrush is used to clean teeth not the face
I bought a new toothbrush to clean my face,1537,A toothbrush is used to clean teeth
I used an umbrella to avoid drenching on the beach,1538,rain isn't the main cause of drenching on the beach
I used an umbrella to avoid drenching on the beach,1538,the beach is not usually visited in the rain
I used an umbrella to avoid drenching on the beach,1538,umbrella avoid drenching from only rain
I hurried to the ticket window to sell two tickets,1539,ticket windows don't buy tickets from customers
I hurried to the ticket window to sell two tickets,1539,You buy tickets at a ticket window.
I hurried to the ticket window to sell two tickets,1539,you buy tickets from the ticket window
bad luck is part of the reason I can succeed,1540,bad luck leads to bad things
bad luck is part of the reason I can succeed,1540,Good luck is part of success
bad luck is part of the reason I can succeed,1540,one cannot succeed if they have a bad luck
I connected to the hi-fi to shop online,1541,people can shop online without the hi-fi
I connected to the hi-fi to shop online,1541,The hi-fi let you only listen to music
I connected to the hi-fi to shop online,1541,we have to get connected wi-fi to shop online
Alice lacks the laziness to be in charge of a project,1542,being in charge of a project doesn't need laziness
Alice lacks the laziness to be in charge of a project,1542,usually who is responsible is not lazy
Alice lacks the laziness to be in charge of a project,1542,its against common sense because being in charge of a project does not require laziness. It requires the opposite.
"as a butcher, I killed farmers every day",1543,murder is against the law
"as a butcher, I killed farmers every day",1543,butcher will cut only meat not farmers
"as a butcher, I killed farmers every day",1543,"butcher kill animals, not farmers."
tomato paste is common in the bathroom,1544,the tomato paste is mostly used in the kitchen
tomato paste is common in the bathroom,1544,Tomato paste is not necessary in bathroom.
tomato paste is common in the bathroom,1544,tomato paste should be put in the kitchen.
my baby needs a bottle of beer every day,1545,babies don't need beer
my baby needs a bottle of beer every day,1545,BABY DOES NOT NEEDS BEER ONLY MILK
my baby needs a bottle of beer every day,1545,A baby should be drinking milk and not a beer.
he brought a moon for his wife,1546,no one can buy moon now
he brought a moon for his wife,1546,moon is a planet that can't be bought
he brought a moon for his wife,1546,moons cannot be handled
Tom hunted a bear in the library,1547,the library isn't the habitat of bears
Tom hunted a bear in the library,1547,in library we can't hunt animals its a place to read books
Tom hunted a bear in the library,1547,library is not an area in which you can hunt
he went to the kitchen because he felt sleepy,1548,kitchen doesn't have sleep equipment
he went to the kitchen because he felt sleepy,1548,no one sleep in the kitchen
he went to the kitchen because he felt sleepy,1548,Going to the kitchen won't happen because feeling sleepy.
he was very sad when his pay raised,1549,have higher payment is a good thing
he was very sad when his pay raised,1549,People are usually happy when they get a raise.
he was very sad when his pay raised,1549,If pay raised we should be happy.
the baby kangaroo will be put in its mother's hands,1550,kangaroos stay in their mothers' pouch when they are young
the baby kangaroo will be put in its mother's hands,1550,kangaroos delivers the baby by themselves
the baby kangaroo will be put in its mother's hands,1550,kangaroos don't have hands
we always drink apples at breakfast,1551,apples are not liquid
we always drink apples at breakfast,1551,You can not drink apples.
we always drink apples at breakfast,1551,You cant drink an apple
I felt energetic after having expired food,1552,expired food is bad for health
I felt energetic after having expired food,1552,expired food would make you feel sick
I felt energetic after having expired food,1552,Because Expired food an make you sick.
a credit card allows me not to pay money,1553,you need to pay money back to the bank after using a credit card
a credit card allows me not to pay money,1553,"You may not be paying money NOW with a credit card, but you sure will pay eventually."
a credit card allows me not to pay money,1553,the credit card is made for payments
I do homework every day to keep healthy,1554,doing homework can't make you healthier
I do homework every day to keep healthy,1554,homework and staying healthy are never a same thing
I do homework every day to keep healthy,1554,Homework doesn't contribute to health.
I built a car in the store,1555,there's no equipment to build a car in the store
I built a car in the store,1555,store is not the place to built a car
I built a car in the store,1555,A car is built in a shop.
she is good at swimming so she plays water polo well,1556,swimming is only a part of playing water ball
she is good at swimming so she plays water polo well,1556,water polo need not to know swimming
she is good at swimming so she plays water polo well,1556,It takes more than swimming to play water polo.
I swim well so I have an advantage in art,1557,swimming is not a kind of art
I swim well so I have an advantage in art,1557,swim will not help in art
I swim well so I have an advantage in art,1557,Swimming does not have anything to do with art.
her skin got whiter after sunbathing,1558,sunlight can make skin darker
her skin got whiter after sunbathing,1558,After sunbathing her skin would have got darker.
her skin got whiter after sunbathing,1558,a tan makes your skin darker
I speeded up my car to park it,1559,the faster a car runs the more difficult it is to stop it
I speeded up my car to park it,1559,"in order to park, a car needs to slow down"
I speeded up my car to park it,1559,"To park a car, we slow down to a stop"
I am looking for a new wife after being fired,1560,what you lost is a job when you are fired
I am looking for a new wife after being fired,1560,you don't find a new wife after losing a job
I am looking for a new wife after being fired,1560,One does not look for a wife after being fired from a job.
you need hardware or software to surf the Internet,1561,we can't surf the Internet with only hardware or software
you need hardware or software to surf the Internet,1561,You need both to surf the internet
you need hardware or software to surf the Internet,1561,Software does not help you surf the internet.
I helped the robot to find its dad,1562,robots are all from the factory
I helped the robot to find its dad,1562,Robot doesn't have father.
I helped the robot to find its dad,1562,robots don't have parents
I prepared some fuel to power myself,1563,humans don't eat fuel
I prepared some fuel to power myself,1563,You can not use fuel to power humans.
I prepared some fuel to power myself,1563,Fuel is for cars.
policeman tried to arrest criminals to send them home,1564,criminals are punished by staying in prison
policeman tried to arrest criminals to send them home,1564,home does not have a jail
policeman tried to arrest criminals to send them home,1564,Criminals go to jail
I will go to the hospital tomorrow to check if I'm alive,1565,a person can't go to the hospital if he is dead
I will go to the hospital tomorrow to check if I'm alive,1565,You cannot go to the hospital when you are dying.
I will go to the hospital tomorrow to check if I'm alive,1565,you can't go anyware if you're not alive
I saw the sound of the birds,1566,sound can't be seen
I saw the sound of the birds,1566,we cant see the sound . we can only hear the sounds not only birds but any sounds
I saw the sound of the birds,1566,you can't hear sounds
nurses take care of doctors,1567,doctors don't need the care of nurses
nurses take care of doctors,1567,NURSES HELP DOCTORS
nurses take care of doctors,1567,nurses take care of patients
the fans sat in the soccer field to enjoy the football match,1568,soccer field is used to play soccer
the fans sat in the soccer field to enjoy the football match,1568,Football isn't played in a soccer field
the fans sat in the soccer field to enjoy the football match,1568,You are supposed to be watching a soccer match in a soccer field.
I called a taxi and paid for the car,1569,taxi isn't a car for sale
I called a taxi and paid for the car,1569,If I called a taxi they why paid for a car
I called a taxi and paid for the car,1569,"when you use a taxi, you pay just for the ride"
I keep things messy so that I can find something quick,1570,it's difficult to find things in a mass
I keep things messy so that I can find something quick,1570,More clutter makes it harder to find things.
I keep things messy so that I can find something quick,1570,it takes more time to find something in a messy place
I wore my wedding ring on my left foot,1571,ring should be worn on the hand
I wore my wedding ring on my left foot,1571,A wedding ring is worn on the left hand
I wore my wedding ring on my left foot,1571,Wedding rings are worn on hands.
a ruler can help you do sums faster,1572,rulers can't calculate numbers
a ruler can help you do sums faster,1572,"A ruler is used for measuring, not arithmetic."
a ruler can help you do sums faster,1572,A ruler can not add.
villagers planted a well to get water,1573,the well is not a plant
villagers planted a well to get water,1573,"They can dig a well, but only a seed or plant can be planted."
villagers planted a well to get water,1573,"you dig a well, not plant it"
I used steel to make a fish tank by myself,1574,making fish tanks need transparent material
I used steel to make a fish tank by myself,1574,A fish tank is not made out of steel.
I used steel to make a fish tank by myself,1574,fish tanks are made of glass
I put my books in the wine rack,1575,the wine rack isn't suitable for putting books
I put my books in the wine rack,1575,Books go on a bookshelf not on a wine rack.
I put my books in the wine rack,1575,A wine rack is made to hold wine bottles.
everyone is amazed at her appearance when they first time smell her,1576,we can't judge one's appearance by smelling
everyone is amazed at her appearance when they first time smell her,1576,You can not be amazed from appearance by smelling a person.
everyone is amazed at her appearance when they first time smell her,1576,An appearance is not related to smelling.
we need woods to produce erasers,1577,erasers are made by rubber
we need woods to produce erasers,1577,we cant make eraser with woods
we need woods to produce erasers,1577,Wood does not produce erasers.
I sunbathe on the dressing room every summer vacation,1578,there's no sun light in the dressing room
I sunbathe on the dressing room every summer vacation,1578,dressing rooms don't get sunlight
I sunbathe on the dressing room every summer vacation,1578,"A dressing room, even one of those tent things out on the beach, is not something you can get ON to."
a rainy day is a good chance to dry the clothes,1579,clothes dry very slow in a damp environment
a rainy day is a good chance to dry the clothes,1579,"You dry clothes when it is sunny day, not rainy."
a rainy day is a good chance to dry the clothes,1579,WET IS NOT SUITABLE FOR DRY THE CLOTHES
if you are robbed you should call the firefighter,1580,firefighters are responsible for handling fires
if you are robbed you should call the firefighter,1580,"Firefighter are called when buildings are on fire, not when you are robbed"
if you are robbed you should call the firefighter,1580,Firefighters don't help with robbery
he had an operation on his mind yesterday,1581,the mind is not a human organ
he had an operation on his mind yesterday,1581,no one can have operation on their mind
he had an operation on his mind yesterday,1581,One does not have an operation on their mind. It is impossible.
the bait is a very common dish for coastal people,1582,the bait is not food for people
the bait is a very common dish for coastal people,1582,"Although it may be the same thing, the term bait is used for animals, while the term food would be more appropriate for people."
the bait is a very common dish for coastal people,1582,"You use the bait to catch fish, not to eat."
I see a duck diving in the river,1583,the duck can't dive in the water
I see a duck diving in the river,1583,Duck swim in the river.
I see a duck diving in the river,1583,Ducks swim in a river
I spent more time on having fun so I had better grades,1584,having fun can't help you study better
I spent more time on having fun so I had better grades,1584,spending more time on fun wont help for better grades it will degrade
I spent more time on having fun so I had better grades,1584,you'd have to spend more time studying to have better grades
I bought some apple from the butcher to restock my freezer,1585,butchers only sell meat products
I bought some apple from the butcher to restock my freezer,1585,
I bought some apple from the butcher to restock my freezer,1585,
I use the fork to cut the beef,1586,the fork is not suitable for cutting
I use the fork to cut the beef,1586,fork is not made for cut beef
I use the fork to cut the beef,1586,Forks can not cut beef.
eating too much is an unhealthy way to lose weight,1587,eating too much can't help you lose weight
eating too much is an unhealthy way to lose weight,1587,eating too much gains weight
eating too much is an unhealthy way to lose weight,1587,You can not lose weight by eating too much.
she was very angry when her son was admitted to the best school,1588,parents want their kids to go to the best school
she was very angry when her son was admitted to the best school,1588,She will be happy when her son gets admitted to the best school.
she was very angry when her son was admitted to the best school,1588,she would be happy if he was admitted to the best school
wine cellars are not just for drinking,1589,wine cellars are used to store wine
wine cellars are not just for drinking,1589,You can't drink a wine cellar.
wine cellars are not just for drinking,1589,wine is just for drinking
my grandpa can't sleep so he took stimulant pills,1590,stimulant pills will make people feel more excited
my grandpa can't sleep so he took stimulant pills,1590,stimulant pill is not needed for someone not asleep
my grandpa can't sleep so he took stimulant pills,1590,"Stimulants make people alert and active, so grandpa would be unable to sleep after taking them."
I'm looking for a policeman to mail the letter,1591,the policeman only handles crimes
I'm looking for a policeman to mail the letter,1591,only postman can mail the letter and not the policeman
I'm looking for a policeman to mail the letter,1591,"Postmen help you mail letters, not policemen."
every time my cat eats bamboo it is very happy,1592,cats don't eat bamboo
every time my cat eats bamboo it is very happy,1592,cats do not eat bamboo
every time my cat eats bamboo it is very happy,1592,Cats don't eat bamboo.
we protect pandas in the zoo so they are rare,1593,zoos also collect common animals
we protect pandas in the zoo so they are rare,1593,"By protecting pandas, the number of pandas will increase rather than decrease."
we protect pandas in the zoo so they are rare,1593,"We protect pandas because they are rare, not that they are rare because they are in zoos."
she can become a model because she is out of shape,1594,a model needs a good figure
she can become a model because she is out of shape,1594,Model should have fit shape.
she can become a model because she is out of shape,1594,To become a model you should not be out of shape.
she asked the cook to add more salt because she loved sweets,1595,salt can't make food sweeter
she asked the cook to add more salt because she loved sweets,1595,salt is not sweet
she asked the cook to add more salt because she loved sweets,1595,"Salt is bitter, not sweet."
we listened carefully to what the teacher was thinking,1596,people can't hear others' mind
we listened carefully to what the teacher was thinking,1596,You aren't able to listen to what someone is thinking.
we listened carefully to what the teacher was thinking,1596,You cannot listen to and hear minds.
you need a hat to prevent the spread of infection,1597,hats can't stop the infection
you need a hat to prevent the spread of infection,1597,infection is spread through inner body
you need a hat to prevent the spread of infection,1597,Wearing a hat does not prevent the spread of infection.
I bought a razor for my mother as a gift,1598,woman don't sprout a beard
I bought a razor for my mother as a gift,1598,Usually would buy a man a razor not a woman.
I bought a razor for my mother as a gift,1598,females dont need to shave
you need to hang off the phone when the phone is ringing,1599,the phone ringing means a call came in
you need to hang off the phone when the phone is ringing,1599,When it rings you are supposed to pick it up.
you need to hang off the phone when the phone is ringing,1599,you cant hang off a phone even when ringing
we agreed on a location before we had a call,1600,calling doesn't require people to stay in the same place
we agreed on a location before we had a call,1600,"If you do not speak, you can not agree"
we agreed on a location before we had a call,1600,"You can not agree to something with someone before you call someone.""HITId"
the root shelters us from the rain,1601,the root grows underground
the root shelters us from the rain,1601,A root is in the ground and helps plants collect nutrients and can't be used for shelter.
the root shelters us from the rain,1601,Roots are in the ground and cannot shelter peoole.
